r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎Success,
1.185990338,2.97826087,0.166666667,2.338164251,1.285024155,0.094202899,2.765700483,0.026570048,0.173913043,0.611111111,1.014492754,0.115942029,2.400966184,0.381642512,828,1392,1.68115942,unsucc
1.691588785,6.283489097,0.69470405,6.647975078,2.91588785,0.23364486,5.757009346,0.040498442,0.573208723,0.887850467,2.451713396,0.252336449,5.028037383,1.003115265,642,2314,3.604361371,unsucc
0.957446809,3.845744681,0.444148936,3.684840426,1.642287234,0.132978723,3.723404255,0.002659574,0.281914894,0.708776596,1.718085106,0.146276596,3.377659574,0.640957447,1504,3874,2.575797872,unsucc
1.39137931,5.59137931,0.484482759,5.725862069,2.296551724,0.293103448,5.467241379,0.065517241,0.529310345,0.979310345,2.715517241,0.129310345,4.831034483,1.213793103,580,2291,3.95,succ
1.736770692,4.860244233,0.325644505,4.869742198,2.516960651,0.184531886,4.45183175,0.039348711,0.492537313,0.962008141,2.466757123,0.170963365,3.774762551,0.991858887,737,2325,3.15468114,succ
1.597738288,5.032310178,0.513731826,4.040387722,2.1453958,0.190630048,3.938610662,0.016155089,0.28917609,0.59450727,2.495961228,0.180936995,3.432956381,0.69628433,619,1726,2.788368336,succ
1.865443425,6.235474006,0.524464832,5.255351682,2.302752294,0.21559633,5.241590214,0.010703364,0.51529052,0.915902141,3.74617737,0.293577982,4.518348624,0.987767584,654,2556,3.908256881,succ
1.685761047,5.602291326,0.484451718,6.10801964,3.083469722,0.104746318,5.471358429,0.031096563,0.620294599,1.104746318,2.680851064,0.325695581,4.572831424,1.288052373,611,1814,2.968903437,succ
1.687651332,5.755447942,0.152542373,5.394673123,2.062953995,0.266343826,6.450363196,0.133171913,0.399515738,0.690072639,2.469733656,0.256658596,5.828087167,0.924939467,826,3486,4.220338983,unsucc
0.976124885,3.007346189,0.257116621,2.69513315,1.26446281,0.124885216,3.205693297,0.062442608,0.204775023,0.4912764,1.338842975,0.147842057,2.895316804,0.459136823,2178,4440,2.038567493,unsucc
2.003976143,5.420808482,0.37972167,5.616302187,3.265076209,0.186216037,5.768058317,0.009940358,0.561298873,0.912524851,2.589131875,0.174950298,4.811133201,1.035785288,1509,5274,3.495029821,succ
1.263513514,4.743243243,0.415540541,4.682432432,1.871621622,0.25,4.138513514,0.023648649,0.277027027,0.902027027,2.452702703,0.108108108,3.692567568,1.040540541,296,841,2.841216216,succ
1.350458716,5.099082569,0.504587156,5.385321101,2.091743119,0.165137615,4.489908257,0.001834862,0.332110092,0.618348624,2.124770642,0.2,3.688073394,0.766972477,545,1668,3.060550459,succ
1.700325733,4.739413681,0.64495114,4.490228013,2.734527687,0.115635179,4.778501629,0.008143322,0.449511401,0.846905537,2.469055375,0.185667752,3.925081433,1.035830619,614,1957,3.187296417,succ
1.246575342,4.0304414,0.324200913,3.668188737,2.105022831,0.085235921,3.949771689,0.053272451,0.252663623,0.573820396,1.832572298,0.124809741,3.420091324,0.703196347,657,1782,2.712328767,succ
1.878959276,4.813348416,0.333710407,4.219457014,3.160633484,0.202488688,4.059954751,0.136877828,0.46719457,0.680995475,2.71040724,0.133484163,3.416289593,0.871040724,884,2404,2.719457014,succ
1.130434783,4.525362319,0.929347826,4.971014493,2.173913043,0.106884058,3.605072464,0.010869565,0.52173913,0.628623188,2.619565217,0.161231884,2.876811594,0.724637681,1104,2608,2.362318841,unsucc
1.212337953,3.863209656,0.154671435,3.346446133,1.790791238,0.119356281,3.117568172,0.046937863,0.262405007,0.556995977,1.83638802,0.195350916,2.717478766,0.771569066,4474,9224,2.061689763,unsucc
1.953748006,6.448165869,0.647527911,6.258373206,3.20414673,0.197767145,5.770334928,0.014354067,0.623604466,0.96969697,3.118022329,0.20414673,4.910685805,1.311004785,627,2447,3.902711324,succ
1.688311688,4.201298701,0.445454545,3.905194805,1.716883117,0.2,3.818181818,0.003896104,0.361038961,0.720779221,2.337662338,0.181818182,3.366233766,0.805194805,770,2204,2.862337662,succ
1.601208459,5.261329305,0.551359517,4.173716012,2.117824773,0.276435045,4.924471299,0.057401813,0.425981873,0.641993958,2.794561934,0.19939577,4.317220544,1.02265861,1324,4968,3.752265861,unsucc
1.327868852,4.075662043,0.709962169,3.664564943,2.416141236,0.14627995,3.819672131,0.027742749,0.278688525,0.587641866,2.088272383,0.209331652,3.327868852,0.905422446,793,1915,2.414880202,succ
2.422939068,6.822580645,0.948028674,7.976702509,4.084229391,0.177419355,5.815412186,0.050179211,0.731182796,0.765232975,3.039426523,0.238351254,4.672043011,1.494623656,558,2048,3.670250896,succ
2.759375,7.325,0.534375,5.78125,3.36875,0.3625,5.696875,0.059375,0.421875,1.128125,3.425,0.215625,4.76875,1.2,640,2422,3.784375,unsucc
2.36659436,8.292841649,0.845986985,9.023861171,2.796095445,0.312364425,6.937093275,0.015184382,1.212581345,1.442516269,4.655097614,0.314533623,5.906724512,1.379609544,461,2222,4.819956616,succ
2.145380435,5.69701087,0.081521739,5.130434783,3.230978261,0.190217391,5.029891304,0.036684783,0.585597826,1,2.783967391,0.126358696,4.154891304,1.213315217,1472,5058,3.436141304,unsucc
1.875656743,6.140105079,0.495621716,5.071803853,2.663747811,0.171628722,5.078809107,0.028021016,0.485113835,1.045534151,3.217162872,0.129597198,4.46234676,1.189141856,571,2258,3.954465849,succ
2.821637427,10.34795322,0.426900585,11.02631579,5.584795322,0.555555556,8.362573099,0.029239766,1.049707602,1.49122807,5.950292398,0.391812865,7.093567251,2.576023392,342,2082,6.087719298,succ
1.621621622,6.455855856,0.272072072,6.154954955,2.609009009,0.21981982,5.693693694,0.012612613,0.697297297,1.05045045,3.209009009,0.252252252,4.87027027,1.122522523,555,2145,3.864864865,succ
1.258196721,4.019467213,0.537909836,3.87807377,2.008196721,0.106557377,3.807377049,0.009221311,0.316598361,0.606557377,1.981557377,0.139344262,3.357581967,0.770491803,976,2563,2.62602459,succ
2.606060606,8.274891775,0.205627706,7.062770563,3.534632035,0.268398268,6.523809524,0.006493506,0.818181818,1.476190476,5.004329004,0.350649351,5.376623377,1.686147186,462,2044,4.424242424,succ
1.86637931,7.1875,0.142241379,6.896551724,3.771551724,0.200431034,4.94612069,0.00862069,0.672413793,1.254310345,4,0.230603448,4.021551724,1.247844828,464,1660,3.577586207,succ
2.610655738,5.195355191,0.352459016,4.267759563,2.176229508,0.161202186,4.530054645,0.015027322,0.359289617,0.806010929,2.598360656,0.215846995,3.855191257,0.886612022,732,2263,3.091530055,succ
2.311403509,7.311403509,0.440789474,8.125,5.192982456,0.304824561,5.427631579,0.050438596,0.936403509,1.247807018,4.5,0.331140351,4.201754386,1.690789474,456,1598,3.504385965,succ
1.618025751,4.597997139,0.618025751,4.815450644,2.148783977,0.154506438,5.270386266,0.0472103,0.356223176,0.620886981,2.124463519,0.164520744,4.433476395,0.792560801,1398,4866,3.480686695,unsucc
1.46656535,5.06231003,0.696048632,5.08662614,2.306990881,0.161094225,4.805471125,0.018237082,0.428571429,0.775075988,2.364741641,0.164133739,4.112462006,1.047112462,1316,4590,3.487841945,unsucc
1.100694444,4.884259259,0.905092593,5.28587963,2.234953704,0.228009259,4.386574074,0.072916667,0.5,0.748842593,2.46875,0.239583333,3.603009259,0.824074074,1728,5094,2.947916667,unsucc
2.045602606,6.390879479,0.820846906,6.314332248,3.231270358,0.213355049,5.925081433,0.091205212,0.464169381,1.25732899,3.285016287,0.198697068,5.045602606,1.436482085,1228,4858,3.956026059,unsucc
1.953947368,6.947368421,0.351973684,7.467105263,3.447368421,0.289473684,6.789473684,0.049342105,0.717105263,1.358552632,3.888157895,0.273026316,5.736842105,1.276315789,608,2412,3.967105263,unsucc
1.803076923,4.785641026,0.118974359,4.590769231,2.338461538,0.196923077,5.025641026,0.01025641,0.407179487,0.723076923,2.805128205,0.284102564,4.314871795,1.038974359,1950,7050,3.615384615,unsucc
1.43803056,4.884550085,0.434634975,4.808149406,2.314091681,0.123938879,4.516129032,0.020373514,0.53820034,0.869269949,2.278438031,0.162988115,3.716468591,0.930390492,1178,3810,3.234295416,unsucc
1.44015444,5.664092664,0.463320463,5.299227799,2.527027027,0.191119691,4.832046332,0.007722008,0.486486486,0.909266409,2.683397683,0.378378378,4.187258687,1.256756757,1036,3586,3.461389961,unsucc
1.522727273,4.915775401,0.406417112,3.917112299,2.006684492,0.144385027,4.064171123,0.016042781,0.336898396,0.622994652,2.266042781,0.132352941,3.578877005,0.975935829,1496,4118,2.752673797,unsucc
1.241192412,4.109756098,0.173441734,3.413279133,1.573170732,0.10298103,4.430894309,0.037940379,0.245257453,0.723577236,1.928184282,0.22899729,4.089430894,0.756097561,1476,4584,3.105691057,unsucc
1.949910555,5.161001789,1.048300537,5.157423971,2.513416816,0.166368515,4.792486583,0.019677996,0.52236136,0.747763864,2.574239714,0.132379249,3.97137746,0.86940966,1118,3438,3.075134168,unsucc
3.028061224,8.170918367,0.755102041,7.459183673,3.778061224,0.321428571,5.908163265,0.012755102,0.670918367,1.589285714,3.721938776,0.272959184,4.900510204,1.650510204,784,3224,4.112244898,unsucc
1.190533981,3.962378641,0.817961165,3.990291262,1.702669903,0.105582524,3.764563107,0.018203883,0.276699029,0.617718447,1.819174757,0.158980583,3.298543689,0.699029126,1648,4136,2.509708738,unsucc
1.410090556,4.093143596,0.494178525,3.48771022,1.895213454,0.139715395,4.069857697,0.037516171,0.287192755,0.575679172,1.886157827,0.160413972,3.513583441,0.604139715,1546,3898,2.521345408,unsucc
0.910658307,3.656739812,0.181818182,3.379310345,1.9169279,0.090909091,3.343260188,0.068965517,0.299373041,0.641065831,1.728840125,0.184952978,2.910658307,0.653605016,1276,2580,2.021943574,unsucc
2.183127572,8.226337449,0.648148148,7.944444444,3.952674897,0.20781893,6.944444444,0.037037037,0.534979424,1.940329218,4.010288066,0.255144033,6.004115226,1.767489712,972,4714,4.849794239,unsucc
3.456521739,9.239130435,0.683229814,8.322981366,4.434782609,0.48136646,7.677018634,0.00931677,0.888198758,1.888198758,4.99068323,0.273291925,6.158385093,1.649068323,322,1849,5.742236025,succ
1.287221571,4.841735053,0.590855803,4.579132474,2.201641266,0.185228605,4.618991794,0.012895662,0.337631887,0.698710434,2.355216882,0.214536928,3.926143025,0.926143025,853,2644,3.0996483,succ
1.892086331,6.822541966,0.642685851,5.930455635,2.436450839,0.148681055,5.556354916,0.026378897,0.575539568,0.983213429,2.923261391,0.201438849,4.776978417,1.028776978,834,3190,3.824940048,unsucc
1.710431655,6.017985612,0.431654676,5.039568345,2.742805755,0.172661871,4.669064748,0.019784173,0.419064748,0.949640288,2.852517986,0.18705036,4.044964029,1.253597122,1112,3670,3.300359712,unsucc
1.126849894,5.067653277,0.429175476,5.858350951,2.169133192,0.213530655,5.418604651,0.031712474,0.477801268,0.890063425,2.272727273,0.251585624,4.615221987,0.824524313,946,3436,3.632135307,unsucc
1.296210363,2.742459397,0.117556071,2.598607889,1.477184841,0.141531323,3.133023975,0.011600928,0.260634184,0.478731632,1.430781129,0.096674401,2.787316319,0.533642691,2586,4940,1.910286156,unsucc
1.366990291,5.401941748,0.631067961,5.67184466,3.227184466,0.141747573,4.485436893,0.005825243,0.510679612,1.066019417,2.66407767,0.149514563,3.695145631,1.12815534,515,1691,3.283495146,succ
1.716094033,6.220614828,0.558770344,5.535262206,2.846292948,0.162748644,4.82278481,0.001808318,0.602169982,0.931283906,3.345388788,0.148282098,3.960216998,1.144665461,553,1900,3.435804702,succ
1.251504212,4.274368231,0.376654633,4.815884477,2.185318893,0.101083032,4.099879663,0.033694344,0.38387485,0.70276775,1.920577617,0.125150421,3.527075812,0.987966306,831,2266,2.726835138,succ
2.659090909,7.263636364,0.411363636,6.322727273,3.136363636,0.263636364,6.081818182,0.004545455,0.575,1.359090909,3.695454545,0.195454545,5.088636364,1.481818182,440,1954,4.440909091,succ
1.263403263,4.724941725,0.293706294,4.214452214,2.038461538,0.203962704,4.36013986,0.037296037,0.365967366,1.062937063,2.286713287,0.182983683,3.882284382,0.956876457,858,2677,3.12004662,succ
1.595238095,5.918650794,0.567460317,6.053571429,1.892857143,0.244047619,5.900793651,0.007936508,0.505952381,0.890873016,2.837301587,0.275793651,4.924603175,0.779761905,504,2004,3.976190476,succ
1.791549296,5.785915493,0.808450704,5.881690141,1.714084507,0.197183099,5.787323944,0.004225352,0.409859155,0.949295775,2.73943662,0.322535211,5.007042254,1.071830986,710,3019,4.252112676,succ
1.615577889,4.858040201,0.930904523,4.698492462,2.520100503,0.140703518,5.278894472,0.043969849,0.374371859,0.644472362,2.291457286,0.228643216,4.414572864,0.98241206,796,2277,2.860552764,succ
1.487096774,4.680645161,0.480645161,5.453225806,2.743548387,0.141935484,4.177419355,0.006451613,0.456451613,0.848387097,2.314516129,0.124193548,3.516129032,1.001612903,620,1930,3.112903226,succ
1.183946488,4.434782609,0.682274247,5.613712375,2.508361204,0.130434783,4.269230769,0.013377926,0.443143813,1.026755853,2.421404682,0.227424749,3.662207358,1.115384615,598,1774,2.966555184,succ
1.821276596,5.726241135,0.409929078,5.432624113,2.112056738,0.195744681,5.862411348,0.012765957,0.409929078,0.90212766,2.609929078,0.282269504,5.139007092,1.19858156,1410,5796,4.110638298,unsucc
1.952868852,4.162909836,0.286885246,3.167008197,1.967213115,0.191598361,3.774590164,0.056352459,0.270491803,0.527663934,1.836065574,0.108606557,3.216188525,0.538934426,1952,4664,2.389344262,unsucc
1.504926108,4.131773399,0.422413793,3.85591133,1.90270936,0.155172414,3.746305419,0.017241379,0.337438424,0.603448276,1.924876847,0.197044335,3.14408867,0.865763547,1624,3950,2.43226601,unsucc
1.71954023,6.259770115,0.301149425,8.156321839,2.965517241,0.154022989,6.165517241,0.04137931,0.627586207,1.262068966,3.131034483,0.128735632,5.298850575,1.43908046,435,1907,4.383908046,succ
2.22007722,6.749034749,1.046332046,7.397683398,4.328185328,0.312741313,6.859073359,0.011583012,0.754826255,1.239382239,3.803088803,0.121621622,5.837837838,1.478764479,518,2625,5.067567568,succ
1.664012739,4.969745223,0.076433121,3.695859873,2.242038217,0.060509554,4.664012739,0.035031847,0.406050955,0.789808917,2.253184713,0.171974522,4.063694268,1.038216561,628,2030,3.232484076,succ
1.485380117,6.002923977,0.523391813,6.096491228,2.697368421,0.222222222,4.152046784,0.010233918,0.714912281,1.230994152,2.959064327,0.173976608,3.305555556,1.171052632,1368,3834,2.802631579,unsucc
1.10519802,3.827970297,0.362623762,3.290841584,1.814356436,0.092821782,3.524752475,0.040841584,0.273514851,0.716584158,1.74009901,0.126237624,3.157178218,0.503712871,1616,3876,2.398514851,unsucc
1.047502048,3.207207207,0.387387387,2.864864865,1.543816544,0.110565111,3.294021294,0.028665029,0.230958231,0.44963145,1.432432432,0.124488124,2.972972973,0.572481572,2442,5214,2.135135135,unsucc
1.829944547,5.075785582,0.225508318,4.615526802,2.6987061,0.340110906,4.319778189,0.066543438,0.521256932,0.870609982,2.726432532,0.212569316,3.532347505,0.741219963,1082,3072,2.839186691,unsucc
0.998924731,2.977419355,0.180645161,2.367741935,1.252688172,0.080645161,3.067741935,0.068817204,0.196774194,0.534408602,1.337634409,0.101075269,2.762365591,0.477419355,1860,3694,1.986021505,unsucc
1.151111111,4.372222222,0.473333333,3.914444444,1.404444444,0.083333333,4.201111111,0.012222222,0.441111111,0.746666667,1.904444444,0.114444444,3.586666667,0.555555556,1800,4938,2.743333333,unsucc
0.924102564,4.129230769,0.513846154,4.273846154,1.505641026,0.17025641,4.624615385,0.013333333,0.405128205,0.64,2.353846154,0.21025641,4.132307692,0.718974359,975,3055,3.133333333,succ
1.240384615,5.106971154,0.372596154,4.617788462,1.871394231,0.120192308,4.819711538,0.026442308,0.400240385,0.818509615,2.212740385,0.201923077,4.228365385,0.926682692,1664,5140,3.088942308,unsucc
1.484157161,4.697084918,0.506970849,4.339670469,2.249683143,0.172370089,4.297845374,0.012674271,0.391634981,0.752851711,2.089987326,0.16730038,3.755386565,0.80608365,789,2289,2.901140684,succ
