小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,DEG的,PU。,DEC的,AS了,PU“,VC是,PU”,CD一,PN我,AD不,PN你,AD就,PU！,M个,PU？,PN他,AD也,P在,SP了,VE有,DT这,NN人,AS着,AD都,PN自己,PU：,AD还,PU…,VV看,VV会,VV说,BA把,SP的,DT这个,VV能,DT那,VV要,PU,,SP啊,CD两,VV知道,PN这,DEV的,VV说道,NR吴明,VV想,PN我们,SP吧,LC后,VE没有,DT什么,PN她,VV去,AD已经,LC上,AD又,AD却,VV到,AD没,DEV地,AD不过,AD很,LC里,NT现在,AD而,VV来,PU",NR阿德斯,AD但,VV让,PN你们,VV起来,CC和,PU.,AD那,NN时候,P对,NN世界,LC中,SP吗,NR陈浩明,VV可以,P从,AD就是,SP呢,PN他们,AD可是,AD怎么,NN东西,NN爱丽丝,AD才,JJ大,AD再,AD一下,NN路羽,NN少女,PN什么,P因为,AD一,AD还是,CD三,JJ小,M种,PN那,AD有些,AD凡,VV出来,CS虽然,SB被,P向,AS过,AD没有,VA好,LB被,DT那个,AD所以,AD只是,NR奥斯卡,SP的话,PN这里,NN高尘,AD更,AD最,P给,M年,AD只,CD几,NN大人,NN刀,AD那么,NR秦明,NN手,VV做,NR陈志林,NN路,AD这么,AD太,M声,VE没,NN时间,NN眼睛,PN谁,AD然后,CS如果,M岁,M位,VV可,PU=,VV给,AD而且,PU:,PU、,NN事,VV笑,M次,NN身体,AD便,VV看到,M把,NN事情,DER得,AD刚刚,VV过来,NN声音,VV见,NN女孩,VA一样,NN弟弟,VV叫,VV走,AD正,LC时,AD但是,NN人类,VV想到,NN脸,P和,AD真的,VV说完,NR亨特,NR李孝鸿,NN神,AD直接,P用,VV应该,NN身上,CC还有,VV发现,DT那些,AD当然,NN师父,NN哥哥,NN家,VV听到,DT有些,VV吃,P比,NN外来者,class,
领主,0.522916666666666,3.23333333333333,0.56875,4.74583333333333,1.84166666666666,0.291666666666666,3.75416666666666,0.00833333333333333,0.35,0.595833333333333,1.51458333333333,0.075,3.17916666666666,0.83125,480.0,1202.0,2.504166666666667,succ,领主,0.062031,0.030722,0.040689,0.025797,0.015947,0.006918,0.010084,0.006801,0.011257,0.001993,0.003518,0.00258,0.002345,0.011726,0.003518,0.00258,0.002697,0.00598,0.007856,0.003401,0.002932,0.002462,0.001759,0.003049,0.002462,0.001876,0.010202,0.000704,0.013133,0.001407,0.001055,0.000821,0.000117,0.000938,0.001407,0.000821,0.000469,0.002228,0.0,0.000821,0.002697,0.000821,0.000938,0.004221,0.000117,0.0,0.000821,0.000352,0.000821,0.001993,0.000117,0.001055,0.000704,0.00129,0.002814,0.000704,0.001173,0.001759,0.001055,0.000235,0.000235,0.000704,0.000469,0.001524,0.000469,0.00129,0.000235,0.0,0.0,0.002932,0.001407,0.000117,0.000235,0.002932,0.0,0.000117,0.00129,0.000704,0.000586,0.002345,0.000352,0.0,0.000117,0.001173,0.000235,0.0,0.000938,0.000235,0.0,0.000235,0.0,0.000586,0.002462,0.000235,0.000469,0.000117,0.0,0.000469,0.000938,0.000704,0.000704,0.001173,0.001407,0.000704,0.000117,0.000821,0.0,0.000586,0.001876,0.002932,0.000117,0.000469,0.000235,0.000586,0.000821,0.000469,0.000117,0.000235,0.0,0.000704,0.000469,0.0,0.000469,0.001759,0.000117,0.004573,0.000469,0.001642,0.0,0.0,0.000117,0.0,0.000235,0.000235,0.0,0.000117,0.000704,0.000235,0.000586,0.000117,0.001759,0.000352,0.000235,0.000469,0.0,0.000704,0.000586,0.000117,0.0,0.000235,0.000117,0.0,0.01243,0.000469,0.00129,0.001876,0.002111,0.000235,0.000352,0.0,0.000117,0.000117,0.000469,0.000117,0.000235,0.000235,0.0,0.000352,0.0,0.0,0.001642,0.000704,0.000235,0.000235,0.001759,0.000821,0.000117,0.000235,0.000117,0.000821,0.0,0.001173,0.003518,0.000586,0.000117,0.000117,0.000117,0.000235,0.0,0.000469,0.000235,0.0,0.001173,0.0,0.000704,0.000235,0.0,0.000586,0.0,0.000352,succ,
六世纪,1.32485029940119,5.07335329341317,0.241017964071856,3.96556886227544,2.48652694610778,0.152694610778443,4.28293413173652,0.0224550898203592,0.380239520958083,0.648203592814371,2.33383233532934,0.200598802395209,3.7125748502994,1.02395209580838,1336.0,3842.0,2.875748502994012,unsucc,六世纪,0.087885,0.02043,0.028746,0.024444,0.021434,0.012688,0.010323,0.012258,0.017634,0.007168,0.014337,0.006882,0.005806,0.008961,0.00595,0.007599,0.004659,0.005161,0.004946,0.005448,0.005161,0.004229,0.005735,0.006738,0.005018,0.005878,0.000215,0.002366,0.005806,0.003513,0.005305,0.002437,0.002079,0.002509,0.001505,0.002581,0.001147,0.002222,0.0,0.004229,0.000932,0.000717,0.001792,0.002581,0.000502,0.0,0.002437,0.000502,0.001792,0.001362,0.001004,0.001434,0.001434,0.00129,7.2e-05,0.002509,0.002509,0.000932,0.002366,0.002509,0.000717,0.00043,0.001147,0.003082,0.00086,0.00043,0.001434,0.0,0.0,0.000573,0.001219,0.000143,0.000215,0.001792,0.00086,0.000645,0.001075,0.001505,0.000717,0.001004,0.000789,0.0,0.000143,0.001219,0.00086,0.000502,0.000215,0.000143,0.002796,0.00129,7.2e-05,0.00129,0.000932,0.000932,0.001219,0.000358,0.000358,0.001864,7.2e-05,0.003513,0.00086,0.000287,0.000502,0.001577,0.000502,0.000573,0.0,0.000573,0.001362,0.002079,0.000932,0.000789,0.000358,0.001147,0.001434,0.001075,0.00043,0.00086,7.2e-05,0.000573,0.001577,0.0,0.00043,0.000573,0.00043,0.000717,0.001075,0.00086,0.0,0.0,0.000143,0.0,0.000573,0.001075,0.0,0.000358,0.001434,0.000645,0.000573,0.001004,0.000358,0.000789,0.001362,7.2e-05,0.000573,7.2e-05,0.000143,0.000287,0.0,0.000573,0.000215,0.0,0.00043,0.000502,0.00043,0.00043,0.000287,0.00043,0.002222,0.00043,0.00043,0.00043,0.000143,0.000358,0.000645,0.000645,0.000215,0.00086,0.000143,0.00086,0.000932,0.000502,0.000932,0.000573,0.00043,0.001004,0.001219,0.00043,0.00043,0.000789,0.0,0.000287,7.2e-05,7.2e-05,0.000143,7.2e-05,0.00043,0.00043,0.000143,0.000215,0.000215,7.2e-05,0.0,0.000215,0.000215,0.000143,0.001577,0.000143,0.0,0.000789,unsucc,
龙脉猎人,1.7758152173913,5.51222826086956,0.683423913043478,5.57336956521739,2.85869565217391,0.221467391304347,5.2078804347826,0.0421195652173913,0.478260869565217,0.701086956521739,2.89130434782608,0.182065217391304,4.34918478260869,1.01630434782608,736.0,2556.0,3.472826086956522,succ,龙脉猎人,0.088248,0.027177,0.022875,0.021563,0.017838,0.014428,0.014743,0.013589,0.013116,0.007712,0.009496,0.007765,0.009234,0.006191,0.007135,0.008919,0.00425,0.005824,0.007608,0.006925,0.006401,0.003725,0.005824,0.004197,0.004984,0.005404,0.005352,0.00383,0.006925,0.002256,0.002518,0.001889,0.003095,0.002413,0.001941,0.004617,0.002413,0.001994,0.0,0.002046,0.001731,5.2e-05,0.001941,0.001154,0.000944,0.0,0.002204,0.001679,0.002361,0.001207,0.000892,0.001784,0.003725,0.001889,0.000157,0.001994,0.001364,0.000735,0.001836,0.002204,0.002361,0.001417,0.001259,0.002099,0.001522,0.000682,0.002256,0.0,5.2e-05,0.002781,0.001102,0.001312,0.000262,0.002466,0.0,0.001207,0.001994,0.001889,0.000944,0.000892,0.002046,0.0,0.000839,0.001574,0.001049,0.001522,0.002466,0.00063,0.001102,0.001102,0.005194,0.001364,0.000787,0.001207,0.001049,0.000315,0.000315,0.000944,0.000525,0.001049,0.001312,0.001522,0.001522,0.001626,0.001574,0.000262,0.0,0.000682,0.001364,0.001207,0.001154,0.000682,0.000577,0.000944,0.001207,0.00042,0.000839,0.000944,0.00404,0.00042,0.000577,0.0,0.001207,0.001207,0.000944,0.000735,0.000944,0.000787,5.2e-05,0.000105,0.001154,0.0,0.000315,0.001154,0.0,0.000315,0.001207,0.001364,0.000315,0.000892,0.000944,0.000157,0.000682,0.001102,0.000787,0.000892,0.000472,0.000839,0.003043,0.000682,0.000682,0.0,0.001889,0.000997,0.000735,0.000525,5.2e-05,5.2e-05,0.000577,0.000367,0.00042,0.001364,0.000315,0.00042,0.000157,0.000525,0.000315,0.00042,0.000787,0.000735,0.000682,0.000787,0.001049,0.00021,0.000262,0.00042,0.00042,0.000787,0.000367,0.000105,0.002413,0.0,0.00021,0.00021,0.000839,5.2e-05,5.2e-05,0.000577,0.000787,0.000367,0.000892,0.0,0.0,0.00021,0.000262,0.000262,0.00063,0.00042,0.0,0.000157,succ,
美漫世界霸王轨迹,2.35294117647058,6.32909379968203,0.294117647058823,6.00476947535771,3.26550079491255,0.195548489666136,6.02225755166931,0.0302066772655007,0.632750397456279,1.15739268680445,3.32909379968203,0.319554848966613,4.91573926868044,1.16693163751987,629.0,2613.0,4.154213036565978,succ,美漫世界霸王轨迹,0.099501,0.02705,0.022701,0.024663,0.018511,0.010237,0.015169,0.009812,0.017291,0.007319,0.009123,0.007903,0.007956,0.004561,0.010449,0.00541,0.013631,0.005675,0.007638,0.003395,0.005463,0.008645,0.009123,0.004296,0.004986,0.003076,0.002175,0.002917,0.001167,0.002387,0.002811,0.003235,0.002175,0.002228,0.003395,0.002015,0.002652,0.003076,0.0,0.000477,0.001485,0.001909,0.00175,0.001538,0.000371,0.0,0.001061,0.001061,0.001273,0.000159,0.000583,0.001432,5.3e-05,0.001273,0.002387,0.003501,0.002228,0.000849,0.001538,0.000902,0.001326,0.000955,0.001803,0.003341,0.001432,0.002493,0.000849,0.0,0.0,0.001803,0.002228,0.000212,0.000265,0.001485,0.001114,0.000849,0.002546,0.001114,5.3e-05,0.001379,0.000636,0.0,0.000636,0.001909,0.001326,0.000583,0.001114,0.000106,0.000955,0.00175,0.0,0.000955,0.000902,0.001485,0.000636,0.0,0.0,0.000955,0.001273,0.000636,0.000583,0.006365,0.00122,0.002281,0.00122,0.001061,0.0,0.000424,0.000902,0.001432,0.000159,0.000743,0.000636,0.001273,0.000743,0.000849,0.001644,0.001485,0.0,0.000636,0.001008,0.0,0.000583,0.001644,0.001061,0.002334,0.002069,0.00053,0.0,0.000106,0.000743,0.0,0.000743,0.001008,0.0,0.0,5.3e-05,0.000371,0.000477,0.000583,0.000477,0.000265,0.000477,0.002546,0.000743,0.000371,0.000318,0.000636,0.0,0.000955,0.000583,0.000106,0.0,0.000265,0.00069,0.001114,0.000371,0.001697,0.00069,0.000583,0.000265,0.001114,0.000318,0.000371,5.3e-05,0.000371,0.0,0.000955,5.3e-05,0.000424,0.000318,0.000424,0.000106,0.001432,0.009123,0.000318,0.000159,0.000318,0.000424,0.000424,0.0,0.0,5.3e-05,5.3e-05,0.000796,0.00053,0.000371,0.000583,0.000106,0.00069,0.000424,0.001803,5.3e-05,0.0,0.000318,0.000371,0.000583,0.000477,5.3e-05,0.000265,succ,
萌货小孟婆,1.78082191780821,3.93561643835616,0.130136986301369,2.90547945205479,2.50547945205479,0.163013698630136,3.27397260273972,0.0150684931506849,0.193150684931506,0.445205479452054,2.40821917808219,0.142465753424657,2.84794520547945,0.853424657534246,1460.0,3132.0,2.1452054794520548,unsucc,萌货小孟婆,0.056737,0.021804,0.026104,0.020576,0.016737,0.011363,0.018656,0.010672,0.010518,0.006219,0.01666,0.009597,0.011977,0.020345,0.008292,0.007678,0.001919,0.010902,0.005221,0.011132,0.005758,0.006756,0.002457,0.00476,0.008369,0.017274,0.002073,0.007063,0.0,0.003071,0.001996,0.005221,0.001536,0.003916,0.003608,0.003378,0.001536,0.00453,0.0,0.013512,0.001152,0.00023,0.003762,0.002226,0.000461,0.0,0.004683,0.000768,0.00238,0.00023,0.001382,0.003608,0.004837,0.000998,0.000998,0.000307,0.003762,0.000384,0.001919,0.003301,0.000537,0.000461,0.001152,0.000461,0.00215,0.000537,0.001612,0.0,0.0,0.000998,0.002226,0.000845,7.7e-05,0.00215,0.002303,0.001536,0.001305,0.001228,0.0,0.00023,0.003301,0.0,0.000154,0.000154,0.001305,0.008292,0.001919,0.000768,0.005988,0.000154,7.7e-05,0.000921,0.00261,0.001689,0.001152,7.7e-05,0.000154,0.001919,7.7e-05,0.00215,0.001536,0.000537,0.005221,0.001305,0.000461,0.000691,0.0,0.00023,0.000921,0.001152,7.7e-05,0.000154,0.000845,0.001075,0.001612,0.000537,0.001459,0.000537,0.0,0.000691,0.001075,0.0,0.000537,0.001228,0.000614,0.001382,0.001536,0.002841,7.7e-05,0.0,0.000768,0.0,0.000154,0.000691,0.0,7.7e-05,0.002457,0.000998,0.000307,0.001382,0.000768,0.000614,0.001536,7.7e-05,0.000307,0.00023,0.000461,0.000998,0.0,0.000845,0.000537,7.7e-05,0.003455,0.000998,0.000845,0.001459,7.7e-05,0.000768,7.7e-05,0.000614,0.000384,0.000614,7.7e-05,0.000384,7.7e-05,0.000307,0.0,0.000614,0.0,0.001075,0.000384,0.000768,0.000461,0.000998,0.002457,0.000768,0.001152,0.001152,0.000691,7.7e-05,0.0,0.0,0.000461,0.00023,0.000307,0.000461,0.00023,0.000691,7.7e-05,7.7e-05,0.000614,0.0,0.002226,0.00023,0.000384,0.000154,0.000921,0.000384,0.0,0.000614,unsucc,
梦起隋唐,1.88839941262848,6.33088595203132,0.693587860988742,5.24669603524229,2.1071953010279,0.150758688203622,5.94371023005384,0.0156632403328438,0.407733724914341,0.847283406754772,3.25844346549192,0.253548702887909,5.23152227116984,0.980910425844346,4086.0,16384.0,4.009789525208028,unsucc,梦起隋唐,0.094338,0.01515,0.036635,0.01401,0.014806,0.019729,0.014553,0.019259,0.013792,0.006136,0.01229,0.00876,0.006969,0.000272,0.006389,0.000308,0.009883,0.008598,0.005683,0.003711,0.005973,0.004579,0.008688,0.002534,0.005267,0.002389,0.014661,0.003294,0.000923,0.001774,0.003059,0.005955,0.001557,0.002353,0.001158,0.00219,0.001756,0.004109,0.001068,0.000851,0.002606,0.001068,0.001846,0.000416,0.00029,0.0,0.003349,0.001901,0.001448,0.001068,0.000453,0.001882,0.005937,0.002118,0.00076,0.001339,0.002733,0.002661,0.001701,0.001231,0.002244,0.000652,0.004054,0.001611,0.000742,0.000344,0.002208,3.6e-05,0.000199,0.001339,0.001864,0.000778,0.000127,0.002842,0.000326,0.000615,0.000398,0.001738,1.8e-05,0.000543,0.00152,3.6e-05,0.00105,0.000996,0.000796,0.001412,0.00076,0.000253,0.000181,3.6e-05,0.0,0.002208,0.002208,0.001195,0.000778,0.000362,0.000163,0.001412,0.000109,0.001213,0.001032,0.00172,0.00152,0.001014,0.000398,0.000652,0.0,0.000597,0.00029,0.000996,0.001394,0.001376,0.000923,0.001593,0.000706,0.000742,0.000416,0.001285,0.0,0.000344,0.000706,0.0,0.001339,0.000778,0.000634,0.000742,0.001285,0.000815,0.000199,0.000471,0.000272,0.0,0.000688,0.000796,3.6e-05,0.000362,0.000525,0.000724,0.00114,0.000453,0.000815,0.00029,0.000688,1.8e-05,0.000851,0.00067,0.001864,0.00105,0.0,0.000507,0.000344,1.8e-05,0.001014,0.002335,0.002751,0.000543,0.000145,0.000688,9.1e-05,0.000163,9.1e-05,0.001394,0.000163,0.000362,0.000235,0.002208,0.00029,0.000109,1.8e-05,0.001032,0.001195,0.000959,0.000742,0.000127,0.008688,0.000362,0.000326,0.000905,0.000344,0.000127,0.0,3.6e-05,0.0,5.4e-05,0.000398,0.000181,0.000181,0.00029,0.000109,0.000163,0.000905,1.8e-05,5.4e-05,0.000253,0.000253,0.00029,0.000489,0.000471,0.0,0.00029,unsucc,
迷宫世界,1.43478260869565,4.027950310559,0.463975155279503,3.69937888198757,1.98944099378881,0.223602484472049,3.94285714285714,0.0335403726708074,0.327329192546583,0.531055900621118,2.01304347826086,0.175776397515527,3.35776397515527,0.706832298136645,3220.0,8386.0,2.6043478260869564,unsucc,迷宫世界,0.079662,0.024572,0.044808,0.021846,0.016852,0.018166,0.015571,0.017936,0.014651,0.010315,0.012155,0.008443,0.008278,0.001084,0.00703,0.007786,0.010085,0.007424,0.008705,0.005716,0.00611,0.004271,0.005847,0.003219,0.004895,0.004041,0.004172,0.003186,0.001577,0.002661,0.003154,0.008016,0.002759,0.002825,0.001643,0.002825,0.000887,0.002825,0.0,0.001051,0.002135,9.9e-05,0.002267,0.00115,3.3e-05,0.0,0.002365,0.001215,0.002037,0.000394,0.000788,0.00184,0.003614,0.002759,0.000131,0.002727,0.001872,0.00138,0.001807,0.001183,0.002529,0.000329,0.002267,0.003055,0.001971,0.000756,0.001084,0.0,0.0,0.003384,0.001478,0.000756,0.000197,0.003712,6.6e-05,0.000624,3.3e-05,0.002102,0.000263,0.000723,0.000427,0.0,0.000986,0.001643,0.00115,0.001938,0.001347,0.000329,0.001018,0.000164,3.3e-05,0.001478,0.000657,0.001643,0.000296,0.00046,6.6e-05,0.001314,6.6e-05,0.000624,0.001248,0.000493,0.001018,0.001675,0.000756,6.6e-05,0.0,0.000756,9.9e-05,0.000854,0.000361,0.001051,0.001183,0.002135,0.000329,0.00069,0.000591,0.000526,0.0,0.000657,0.00046,0.0,0.000953,0.000854,0.001347,0.001511,0.001347,0.001774,0.0,0.0,0.000624,3.3e-05,0.000788,0.00138,0.0,0.00046,0.000854,0.001281,0.000427,0.000788,3.3e-05,0.000164,0.000493,0.000624,0.000624,0.000427,0.000263,0.000986,0.0,0.000591,0.000361,0.0,0.000657,0.000854,0.000723,0.00138,9.9e-05,0.000164,0.000296,0.000164,0.000854,0.000756,0.000296,0.00023,6.6e-05,0.000427,3.3e-05,0.001413,3.3e-05,0.000296,0.00092,0.00023,0.00023,0.000263,3.3e-05,0.000821,0.000197,0.001478,0.000296,0.000131,0.0,0.002497,3.3e-05,0.000164,0.000657,3.3e-05,9.9e-05,0.000427,0.000131,0.00046,0.000361,3.3e-05,3.3e-05,0.001051,6.6e-05,0.000164,0.000558,0.000788,3.3e-05,0.000197,unsucc,
命运之光,1.247947454844,4.29556650246305,0.661740558292282,4.2495894909688,2.28735632183908,0.218390804597701,3.66666666666666,0.0197044334975369,0.371100164203612,0.753694581280788,2.30870279146141,0.121510673234811,3.08045977011494,0.96551724137931,609.0,1599.0,2.625615763546798,succ,命运之光,0.07332,0.024386,0.040805,0.018511,0.027364,0.010382,0.011831,0.010221,0.016901,0.004266,0.00837,0.004668,0.007485,0.003863,0.006278,0.00499,0.012555,0.006117,0.007163,0.006761,0.004909,0.0066,0.003139,0.003702,0.003702,0.003461,0.003541,0.006439,0.001127,0.001932,0.002334,0.001127,0.004346,0.002173,0.002012,0.004024,0.001288,0.00338,0.0,0.002495,0.002575,8e-05,0.0033,0.001449,0.000724,0.009658,0.00169,0.000483,0.002173,0.001368,0.000563,0.000483,0.001127,0.00338,0.000322,0.001851,0.005392,0.000885,0.000644,0.001046,0.004185,0.002093,0.003219,0.002575,0.002736,0.001046,0.003783,0.0,0.0,0.002012,0.001932,0.000241,0.00161,0.001771,0.0,0.001207,0.000966,0.000885,0.000161,0.000805,0.001529,0.0,0.000483,0.000724,0.000805,0.000563,0.001127,0.000402,0.001046,0.000241,0.0,0.001368,0.002254,0.001932,0.000563,0.000161,0.0,0.000563,8e-05,0.001368,0.001932,0.000644,0.010704,0.001851,0.000724,0.000161,0.0,0.000966,0.000241,0.000805,0.000483,0.000483,0.000724,0.001046,0.000402,0.000241,0.000322,0.000241,0.0,0.000805,0.000563,0.0,0.000563,0.000563,0.001288,0.001127,0.000885,0.001771,8e-05,0.0,0.000644,0.0,0.000241,0.001449,0.0,0.000161,0.001288,0.001288,0.000483,0.000563,0.000885,8e-05,0.0,0.001449,0.001449,0.000402,0.000161,0.000483,0.0,0.000563,8e-05,0.0,0.002817,0.000805,0.000805,0.000724,0.000322,0.001127,0.000402,0.000322,0.000805,0.001851,0.000161,0.000241,8e-05,0.0,0.0,8e-05,0.0,0.000644,0.000644,0.005714,8e-05,0.002012,0.000322,0.000322,0.000241,8e-05,0.000805,0.001127,0.0,0.0,0.000885,8e-05,0.000483,0.000161,0.000322,0.000402,8e-05,0.000241,0.000966,0.0,0.000161,0.001127,0.000161,0.0,0.002897,0.000563,0.0,0.000161,succ,
魔法高材生,1.93114241001564,5.04225352112676,0.726134585289514,5.40532081377151,2.49295774647887,0.197183098591549,4.95305164319248,0.0140845070422535,0.391236306729264,0.807511737089201,2.49452269170579,0.195618153364632,4.1658841940532,0.998435054773082,639.0,2229.0,3.488262910798122,succ,魔法高材生,0.095966,0.029042,0.033209,0.023928,0.011427,0.010922,0.0137,0.010607,0.014837,0.008271,0.00966,0.008523,0.005998,0.001326,0.008208,0.00644,0.016226,0.005872,0.006503,0.003851,0.005303,0.004609,0.004483,0.003283,0.004041,0.003788,0.001768,0.001957,0.006187,0.002336,0.004546,0.00303,0.002525,0.001831,0.002399,0.002904,0.001578,0.002083,0.0,0.000884,0.00221,6.3e-05,0.002462,0.001452,0.000316,0.0,0.00101,0.000505,0.001136,0.00101,0.000442,0.001515,0.001452,0.001831,0.000126,0.002841,0.002967,0.001073,0.001326,0.001515,0.001642,0.001263,0.001705,0.001515,0.0012,0.000947,0.001263,0.0,0.0,0.00202,0.001642,0.000568,0.000694,0.002399,0.0,0.000316,0.001263,0.001326,6.3e-05,0.001578,0.001831,0.0,0.000694,0.001515,0.000568,0.001136,0.00101,0.000253,0.001389,0.000189,0.0,0.00101,0.000884,0.001136,0.000189,0.000126,0.0,0.000821,0.000568,0.000189,0.001136,0.001326,0.00101,0.001515,0.000568,0.000316,0.0,0.000505,0.000631,0.001452,0.000758,0.002525,0.001515,0.000442,0.00101,0.000442,0.000821,0.000884,0.0,0.000884,0.000758,0.0,0.001389,0.001136,0.0012,0.002525,0.000884,0.001705,6.3e-05,0.0,0.000316,0.0,0.000631,0.000758,0.0,0.000126,0.001452,0.000568,0.0,0.000442,0.00101,0.000126,0.000505,0.001389,0.001705,0.0012,0.000947,0.000694,0.0,0.000505,0.000442,0.0,0.002336,0.000126,0.000442,0.001642,0.000126,0.000126,0.001389,0.00221,0.000126,0.001073,0.000126,0.000189,0.000189,0.000884,0.0,0.000568,0.001263,0.000379,0.000253,0.000568,0.001263,0.000568,6.3e-05,0.000568,0.000253,0.001073,0.000253,6.3e-05,0.0,0.001073,6.3e-05,6.3e-05,0.000758,0.000316,0.000126,0.000379,0.000442,0.00101,0.000884,0.0,0.001452,0.000947,0.000253,0.000316,0.000253,0.000947,6.3e-05,0.000253,succ,
魔法教授,1.9384116693679,5.68557536466774,0.580226904376013,5.08589951377633,2.612641815235,0.226904376012965,4.82171799027552,0.0226904376012965,0.521880064829821,0.944894651539708,3.23824959481361,0.184764991896272,4.16207455429497,1.10210696920583,617.0,1910.0,3.0956239870340356,succ,魔法教授,0.077997,0.020076,0.031486,0.017395,0.020388,0.012283,0.015151,0.012283,0.015275,0.005362,0.010724,0.004925,0.008292,0.001621,0.007108,0.006048,0.009664,0.006048,0.005798,0.005611,0.00424,0.007295,0.002993,0.004551,0.004427,0.003367,0.002494,0.003491,0.008355,0.002743,0.002494,0.002369,0.001746,0.00212,0.004302,0.004427,0.002868,0.002868,0.0,0.001309,0.004925,6.2e-05,0.001995,0.000561,0.000187,0.0,0.00212,0.001122,0.001372,0.000935,0.000436,0.002182,0.001185,0.001933,0.000125,0.002743,0.002993,0.002245,0.001434,0.001746,0.003928,0.001434,0.001933,0.001933,0.002245,0.001309,0.001933,0.0,0.0,0.001185,0.001995,0.001496,0.000686,0.00212,0.0,0.001434,0.001496,0.000623,0.001683,0.00106,0.000623,0.0,0.000873,0.001185,0.001185,0.001496,0.001496,0.000187,0.001434,0.000748,0.0,0.001995,0.001933,0.001995,0.001621,0.000312,6.2e-05,0.001683,0.001683,0.001808,0.001122,0.000998,0.000686,0.000623,0.001122,0.000686,0.0,0.000686,0.00187,0.000998,0.000873,0.001122,0.00106,0.001122,0.000499,0.000374,0.000748,0.000561,0.0,0.000374,0.001995,0.0,0.001496,0.000436,0.000811,0.000374,0.002245,0.001122,0.0,0.0,0.001309,0.001122,0.000811,0.001372,0.0,0.000312,0.001933,0.000686,0.001434,0.000436,0.001247,0.000312,0.000499,0.001496,0.000873,0.000187,0.000374,0.000873,0.0,0.000748,0.000873,0.0,0.000125,0.000187,0.001933,0.001185,0.000249,0.000623,0.000811,0.000374,0.000187,0.001559,0.000187,0.000374,0.000187,0.001746,0.000374,0.000686,0.000125,0.000312,0.001621,0.000561,0.000249,0.001185,6.2e-05,0.000935,0.000561,0.00106,0.000499,0.002369,0.0,0.0,0.000811,0.000312,0.000312,6.2e-05,0.000249,0.000374,6.2e-05,0.000125,0.000748,0.0,0.0,0.000187,0.000312,0.000374,0.000686,0.000935,0.0,0.000312,succ,
魔物牛头人,1.76434108527131,4.784496124031,0.996899224806201,4.87131782945736,2.61085271317829,0.209302325581395,4.57829457364341,0.0201550387596899,0.389147286821705,0.829457364341085,2.35503875968992,0.116279069767441,4.00930232558139,0.855813953488372,645.0,1989.0,3.083720930232558,succ,魔物牛头人,0.077715,0.031759,0.018033,0.021397,0.02032,0.015812,0.015476,0.01561,0.017831,0.008613,0.009151,0.008747,0.00545,0.018638,0.006325,0.00545,0.009218,0.005787,0.005719,0.007334,0.005585,0.005854,0.006325,0.005316,0.005652,0.003364,0.008814,0.001817,0.004306,0.002019,0.002422,0.001278,0.001413,0.002288,0.003432,0.002422,0.001144,0.002153,6.7e-05,0.001144,0.001884,0.001009,0.002288,0.002826,0.001278,0.0,0.001615,0.002288,0.001077,0.000336,0.000336,0.000942,0.004374,0.001548,6.7e-05,0.001278,0.001951,0.001144,0.00148,0.000471,6.7e-05,0.001211,0.001346,0.000942,0.001884,0.001682,0.002086,0.0,0.0,0.000135,0.001749,0.000202,0.000135,0.00222,6.7e-05,0.000606,0.000942,0.00222,0.0,0.004037,0.000942,0.0,0.000269,0.000942,0.001346,0.001346,0.002153,6.7e-05,0.001211,0.001144,0.0,0.001278,0.001144,0.001211,0.000875,0.000202,0.0,0.001211,6.7e-05,0.000942,0.001009,0.002422,0.002691,0.000942,0.000471,0.001211,0.000135,0.000269,0.000269,0.000942,0.000269,0.000606,0.000471,0.00074,0.00074,0.001077,0.000471,0.000875,0.0,0.000538,0.001615,0.0,0.000538,0.000875,0.000135,0.001749,0.00148,0.001413,0.0,0.0,0.000336,0.0,0.000875,0.001413,0.0,0.000202,0.00074,0.000673,0.001817,0.000336,0.001144,0.000538,0.000538,0.000606,0.001009,6.7e-05,0.000269,0.000269,0.000135,0.000269,0.000538,0.000202,0.003297,0.000471,0.001211,0.000807,0.000135,0.000404,0.000673,0.001278,0.000471,0.0,6.7e-05,0.000471,0.0,0.000875,0.0,0.000336,0.0,0.000269,0.000336,0.000269,6.7e-05,0.000135,0.000942,0.000471,0.000135,0.00148,0.000471,0.000202,0.0,6.7e-05,0.0,6.7e-05,0.000404,0.000606,0.000135,0.000135,0.000606,0.001144,0.000269,0.0,6.7e-05,6.7e-05,0.000269,0.000538,0.000471,0.000269,0.0,0.000875,succ,
