@relation pima_diabetes
@attribute 'daici' numeric
@attribute 'dongci' numeric
@attribute 'renming' numeric
@attribute 'mingci' numeric
@attribute 'zhuci' numeric
@attribute 'shijianmingci' numeric
@attribute 'jieci' numeric
@attribute 'gantanci' numeric
@attribute 'fangweimingci' numeric
@attribute 'shuci' numeric
@attribute 'fuci' numeric
@attribute 'xiyu' numeric
@attribute 'biaodian' numeric
@attribute 'xingrongci' numeric
@attribute 'juzishu' numeric
@attribute 'juziposuidu' numeric
@attribute 'class' { unsucc, succ}
@data
1.681883024,4.436519258,0.510699001,3.807417974,2.279600571,0.164051355,4.325249643,0.019971469,0.233951498,0.7532097,2.07703281,0.195435093,3.844507846,0.680456491,1402,2.991440799,unsucc
1.768240343,5.643776824,0.638054363,4.882689557,2.028612303,0.163090129,5.114449213,0.015736767,0.371959943,0.733905579,2.643776824,0.165951359,4.361945637,0.895565093,1398,3.676680973,unsucc
2.149425287,5.619252874,0.66091954,5.324712644,2.885057471,0.183908046,4.897988506,0.025862069,0.472701149,0.784482759,2.816091954,0.211206897,4.109195402,1.057471264,1392,3.252873563,unsucc
2.314121037,5.687319885,0.275216138,4.429394813,2.319884726,0.265129683,4.700288184,0.034582133,0.474063401,0.821325648,2.44092219,0.139769452,4.064841499,0.958213256,1388,3.334293948,unsucc
1.811320755,5.127721335,0.448476052,3.777939042,2.51233672,0.149492017,5.235123367,0.069666183,0.345428157,0.587808418,2.343976778,0.1712627,4.571843251,0.777939042,1378,3.031930334,unsucc
2.155523256,5.268895349,0.889534884,4.463662791,2.148255814,0.193313953,5.093023256,0.037790698,0.315406977,0.638081395,2.375,0.190406977,4.452034884,0.73255814,1376,3.614825581,unsucc
2.402061856,6.126656848,0.234167894,5.169366716,3.156111929,0.23269514,5.210603829,0.019145803,0.528718704,0.87628866,3.284241532,0.198821797,4.297496318,1.132547865,1358,3.453608247,unsucc
1.374631268,4.631268437,0.660766962,3.971976401,2.284660767,0.109144543,4.837758112,0.016224189,0.277286136,0.814159292,1.778761062,0.140117994,4.320058997,0.700589971,1356,3.479351032,unsucc
1.775811209,4.03539823,0.672566372,3.598820059,2.022123894,0.16519174,4.364306785,0.03539823,0.259587021,0.508849558,1.980825959,0.184365782,3.808259587,0.687315634,1356,3.030973451,unsucc
2.437037037,6.537777778,0.854814815,6.142222222,2.912592593,0.348148148,6.013333333,0.026666667,0.395555556,0.874074074,2.788148148,0.234074074,5.314074074,1.14962963,1350,4.151111111,unsucc
1.67013373,4.558692422,0.502228826,4.356612184,1.80089153,0.178306092,4.601783061,0.013372957,0.331352155,0.616641902,2.277860327,0.166419019,4.017830609,0.812778603,1346,3.135215453,unsucc
1.712797619,6.066964286,0.730654762,5.635416667,1.803571429,0.191964286,5.77827381,0.008928571,0.3125,0.665178571,2.473214286,0.348214286,4.947916667,1.126488095,1344,4.163690476,unsucc
2.416666667,4.724702381,0.311011905,3.635416667,2.830357143,0.163690476,4.49702381,0.014880952,0.214285714,0.507440476,1.938988095,0.174107143,4.05952381,1.010416667,1344,2.918154762,unsucc
1.36131934,4.347826087,0.355322339,3.905547226,1.347826087,0.209895052,5.013493253,0.022488756,0.313343328,0.659670165,2.032983508,0.202398801,4.542728636,0.650674663,1334,3.499250375,unsucc
1.065967016,4.12143928,0.809595202,4.235382309,2.106446777,0.15892054,4.013493253,0.023988006,0.397301349,0.809595202,2.032983508,0.163418291,3.508245877,0.88005997,1334,2.989505247,unsucc
1.65158371,5.015082956,0.529411765,4.200603318,1.846153846,0.125188537,4.051282051,0.015082956,0.2760181,0.663650075,2.260935143,0.19306184,3.505279035,0.690799397,1326,2.778280543,unsucc
1.131818182,3.972727273,0.503030303,3.951515152,2.043939394,0.178787879,3.796969697,0.060606061,0.362121212,0.584848485,2.013636364,0.156060606,3.257575758,0.65,1320,2.559090909,unsucc
1.074581431,5.901065449,0.447488584,6.391171994,2.127853881,0.240487062,5.362252664,0,0.675799087,1.097412481,2.96347032,0.316590563,4.473363775,1.181126332,1314,3.796042618,unsucc
1.50152439,5.379573171,0.451219512,5.443597561,2.666158537,0.176829268,5.00152439,0.007621951,0.490853659,0.737804878,2.652439024,0.289634146,4.265243902,0.902439024,1312,3.443597561,unsucc
1.690292758,5.093990755,0.251155624,4.850539291,2.453004622,0.184899846,4.654853621,0.012326656,0.417565485,0.878274268,2.690292758,0.158705701,3.98459168,0.967642527,1298,3.394453005,unsucc
1.905864198,5.388888889,0.507716049,5.041666667,2.033950617,0.25308642,5.759259259,0.021604938,0.342592593,0.953703704,2.458333333,0.185185185,5.098765432,1.00154321,1296,3.793209877,unsucc
1.105590062,5.071428571,1.099378882,5.214285714,2.031055901,0.172360248,4.537267081,0.010869565,0.360248447,0.599378882,2.090062112,0.203416149,3.902173913,0.919254658,1288,3.26552795,unsucc
1.50623053,6.894080997,0.683800623,6.07788162,3.563862928,0.19470405,5.920560748,0.051401869,0.809968847,1.010903427,3.711838006,0.235202492,5.174454829,1.214953271,1284,4.548286604,unsucc
1.78369906,4.777429467,0.534482759,4.109717868,2.231974922,0.222570533,4.481191223,0.037617555,0.29153605,0.688087774,2.161442006,0.141065831,3.938871473,0.920062696,1276,2.164576803,unsucc
1.540752351,4.868338558,0.55799373,5.10815047,2.20846395,0.184952978,4.589341693,0.021943574,0.587774295,0.873040752,2.396551724,0.169278997,3.829153605,0.907523511,1276,3.139498433,unsucc
1.518927445,5.127760252,0.782334385,4.186119874,2.130914826,0.200315457,4.859621451,0.042586751,0.279179811,0.664037855,2.287066246,0.211356467,4.365930599,0.996845426,1268,3.130914826,unsucc
1.714057508,4.17571885,0.666134185,3.993610224,1.682108626,0.177316294,2.870607029,0.00798722,0.297124601,0.479233227,1.825878594,0.158146965,2.250798722,0.616613419,1252,2.031948882,unsucc
1.699680511,5.215654952,0.546325879,4.944089457,2.57827476,0.191693291,4.38658147,0.028753994,0.426517572,0.768370607,2.46485623,0.164536741,3.749201278,0.888178914,1252,3.087859425,unsucc
