@relation pima_diabetes
@attribute '规则1' numeric
@attribute '规则2' numeric
@attribute '规则3' numeric
@attribute '规则4' numeric
@attribute '规则5' numeric
@attribute '规则6' numeric
@attribute '规则7' numeric
@attribute '规则8' numeric
@attribute '规则9' numeric
@attribute '规则10' numeric
@attribute '规则11' numeric
@attribute '规则12' numeric
@attribute '规则13' numeric
@attribute '规则14' numeric
@attribute '规则15' numeric
@attribute '规则16' numeric
@attribute '规则17' numeric
@attribute '规则18' numeric
@attribute 'class' { unsucc, succ}
@data
0.073569,0.04596,0.047811,0.040909,0.03367,0.027946,0.030976,0.025084,0.024579,0.025253,0.016498,0.020034,0.016835,0.015488,0.014983,0.011279,0.005892,0.018519,succ
0.061515,0.06797,0.05468,0.020315,0.024492,0.038352,0.018606,0.023543,0.022783,0.022404,0.01367,0.019366,0.015379,0.010253,0.008354,0.017847,0.010442,0.015948,unsucc
0.075325,0.046652,0.048667,0.040453,0.040453,0.019684,0.035648,0.027898,0.024334,0.032238,0.017204,0.021389,0.018289,0.019684,0.015654,0.00558,0.00434,0.008524,succ
0.045447,0.041029,0.037084,0.029667,0.041344,0.028089,0.022092,0.025564,0.023197,0.026511,0.014518,0.025091,0.015938,0.020514,0.018936,0.011993,0.004734,0.015938,succ
0.060027,0.058511,0.05745,0.031833,0.031226,0.035319,0.024405,0.02107,0.016674,0.020312,0.018796,0.019858,0.019706,0.015613,0.016068,0.012127,0.007124,0.0144,succ
0.064215,0.042679,0.04084,0.032699,0.036901,0.024819,0.027052,0.000131,0.000131,0.029022,0.01891,0.019961,0.019173,0.025345,0.021668,0.0109,0.004202,0.016284,succ
0.053401,0.047554,0.046969,0.039758,0.031573,0.02826,0.032547,0.000195,0.000195,0.015786,0.026506,0.017151,0.021438,0.01793,0.023192,0.005847,0.006042,0.010719,succ
0.060412,0.057957,0.061052,0.041093,0.024549,0.029032,0.040453,0.021881,0.018572,0.017718,0.023161,0.012915,0.023161,0.017931,0.016544,0.009393,0.007365,0.01014,unsucc
0.072555,0.05499,0.052096,0.029142,0.035828,0.025749,0.026148,0.036627,0.033533,0.027844,0.01517,0.023752,0.017565,0.015868,0.01507,0.008283,0.004591,0.013473,succ
0.062811,0.044963,0.042904,0.036897,0.037069,0.024541,0.029346,0.038442,0.03192,0.025227,0.018363,0.018191,0.017505,0.021623,0.017848,0.010983,0.004805,0.013901,unsucc
0.052935,0.053961,0.044732,0.030633,0.029608,0.036529,0.027685,0.023584,0.021277,0.024994,0.024609,0.01961,0.023584,0.016278,0.01474,0.011023,0.00628,0.013074,succ
0.046516,0.06168,0.051434,0.035041,0.02418,0.039344,0.027254,0.023975,0.018443,0.017213,0.031148,0.020697,0.025,0.014344,0.018443,0.012705,0.006148,0.011475,succ
