小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,PU。,DEG的,DEC的,AS了,CD一,VC是,PU“,PU”,PN他,AD不,P在,AD就,M个,DT这,AD也,PU！,AD都,VE有,PN我,PN你,SP了,NN人,PN自己,AS着,PU？,CD三,PU：,AD还,VV能,CC和,DEV的,LC中,VV看,CD两,DT这个,PU…,VV会,LC上,LC里,PN这,NN余晖,VV说,VV要,VV藏,PU、,LC后,AD又,NR唐,AD但,SP的,BA把,VV让,P从,M种,VV到,AD已经,P对,SB被,NR彭怿辰,AD很,VV可以,AD才,AD再,DT那,CD九,VV来,M次,NN世界,AD不过,PN他们,VV去,VV起来,DT什么,AD却,SP啊,VV祝,AD只,VE没有,NT现在,NN表演,SP吧,NN衡逆,VV想,NN演员,JJ小,CD几,LB被,AD没,M年,NN弟子,AD还是,JJ大,VV出,VV知道,AD突然,VA好,NR李思敏,VV出来,VV宗,AD就是,AD一,P向,P因为,NN异兽,NR安泰,DT这些,AS过,VV给,LC下,DT那个,CS虽然,SP吗,AD最,VV发现,NN时候,AD怎么,AD一下,AD更,P和,VV丧尸,NT17号,VV开始,VV衡逆,VV说道,NN时间,AD而,AD没有,NR周帆,AD太,DEG之,NN和尚,CD一些,NN剧情,AD然后,PN她,AD那,VV可,LC之后,NN眼,AD这么,P给,NN身体,DEV地,NN电影,AD有些,PN你们,VV走,VV想到,VE没,BA将,LC时,AD连,M天,NR张兴平,NN手,OD第一,PN这里,VV应该,VV见,M声,SP呢,NR邱启明,NN丧尸,VV叫,M只,DT其他,VV道,MSP而,M句,P比,DT那些,NN铜,PN什么,JJ老,AD而且,NN演技,NN符箓,NN东西,NN主角,NN导演,NN角色,NN门,VV看到,PN那,AD所以,VV过来,NN身上,AD只是,NN心里,CD四,AD快,AD但是,AD一直,CS如果,CD多,AD多,MSP所,VE无,NN生命,class,
变身懒散少女,2.04727272727272,5.64181818181818,0.39090909090909,5.5,2.14545454545454,0.309090909090909,5.16,0.0418181818181818,0.327272727272727,0.749090909090909,2.38,0.276363636363636,4.56363636363636,0.972727272727272,550.0,1972.0,3.5854545454545454,0.0,变身懒散少女,0.096195,0.027232,0.024141,0.018253,0.011997,0.012291,0.01553,0.016413,0.015014,0.007802,0.011923,0.005667,0.004342,0.006109,0.005226,0.003606,0.005005,0.003606,0.004931,0.007581,0.011261,0.003754,0.003606,0.006624,0.001987,0.006992,0.000589,0.004637,0.003606,0.003091,0.001178,0.001178,0.000442,0.002723,0.002208,0.005226,0.00471,0.001251,0.001251,0.001398,0.003312,0.0,0.003238,0.00287,0.0,0.00368,0.000662,0.001104,0.0,0.000662,0.001987,0.002061,0.001251,0.000294,0.00081,0.002355,0.00103,0.000662,0.000442,0.0,0.002134,0.000442,0.000736,0.00081,0.000957,0.0,0.00103,0.000883,0.00081,0.000442,0.000589,0.000957,0.000147,0.001693,0.000442,0.001619,0.0,0.000736,0.000589,0.003165,0.0,0.001251,0.0,0.002797,0.0,0.003312,0.000736,0.000662,0.000736,0.000662,0.0,0.000736,0.000957,0.000221,0.002576,0.000221,0.001251,0.0,0.000221,0.0,0.001693,0.00184,0.000368,0.000589,7.4e-05,0.0,0.00103,0.000736,0.000589,0.001398,0.000515,7.4e-05,0.001766,0.000589,7.4e-05,0.00081,7.4e-05,0.00081,0.000442,7.4e-05,0.0,0.0,0.000294,0.0,7.4e-05,0.000736,0.000589,0.000736,0.0,0.00103,7.4e-05,0.0,0.000662,0.000147,0.00081,0.008685,0.000662,0.000442,0.000147,0.000368,0.000957,0.000957,0.000221,0.000515,7.4e-05,0.001987,0.000589,0.000515,0.000589,0.000589,7.4e-05,0.000442,0.000368,0.001325,0.000442,0.001104,0.00103,0.000662,7.4e-05,0.000442,0.001325,0.00103,0.0,0.0,0.000957,0.0,0.000368,0.000442,7.4e-05,0.000294,0.000662,0.000147,0.0,0.001325,0.000589,0.000589,0.0,0.0,0.001398,0.0,0.0,0.000221,0.000589,0.001546,0.000515,0.000442,7.4e-05,0.0,0.000589,0.000368,0.000515,0.000221,0.000662,0.000294,0.00103,0.00081,0.000515,0.0,0.000221,0.0,succ,
变身路人女主,4.05338078291815,9.93238434163701,0.782918149466192,9.1459074733096,4.45195729537366,0.231316725978647,8.56583629893238,0.0142348754448398,0.768683274021352,1.1459074733096,5.96085409252669,0.327402135231316,7.34875444839857,2.16014234875444,562.0,3358.0,5.97508896797153,0.0,变身路人女主,0.098557,0.013865,0.025333,0.018063,0.016639,0.011242,0.016863,0.008094,0.008094,0.00787,0.009444,0.00742,0.010118,0.006446,0.009518,0.008469,0.003448,0.00712,0.006745,0.004047,0.001124,0.006071,0.002998,0.005171,0.001274,0.004272,0.000675,0.001274,0.005321,0.003523,0.000525,0.000525,0.002473,0.002398,0.000525,0.002998,0.005846,0.005396,0.001574,0.000525,0.003523,0.0,0.002473,0.002024,0.0,0.004872,0.001049,0.001499,0.0,0.001574,0.002024,0.000375,0.005096,0.000824,0.004272,0.001199,7.5e-05,0.001574,0.001424,0.0,0.003972,0.0006,0.002623,0.000899,0.002623,0.0,0.000899,0.001574,0.002174,0.001049,0.00045,0.000974,0.00015,0.001874,0.002024,0.002773,0.0,0.001649,0.000824,0.001049,0.0,0.001949,0.0,0.001124,0.0,0.000375,0.000824,0.000974,0.000974,0.00045,0.0,0.001574,0.001424,0.0006,7.5e-05,7.5e-05,0.001124,0.0,0.0006,0.0,0.001274,0.000225,0.00045,0.002773,7.5e-05,0.0,0.000525,0.000899,0.000675,0.000375,0.0003,0.00045,0.000525,0.001049,0.00045,7.5e-05,0.001499,0.000225,0.000974,0.00045,0.0,0.0,0.000375,0.0,0.000525,7.5e-05,0.001724,0.000974,0.0,0.001499,0.001349,0.0,0.0003,0.000525,7.5e-05,0.02136,0.0006,0.0006,0.001499,0.0003,0.000525,0.000824,0.0003,0.003223,0.00015,0.0003,0.000225,0.00045,0.000675,0.000824,0.001199,0.001274,0.0003,0.000824,0.0,0.0003,7.5e-05,0.00015,0.000974,0.0,0.00015,0.000824,7.5e-05,0.0,0.00045,7.5e-05,0.0006,0.000225,0.000225,0.000225,7.5e-05,0.000675,0.0,0.000974,7.5e-05,0.0003,0.0,0.0,0.000225,0.00015,0.0,0.001349,0.000899,0.001799,0.001049,0.001649,7.5e-05,0.000225,0.001124,0.00015,7.5e-05,0.000375,0.000824,0.000225,0.001574,0.0006,7.5e-05,0.0003,0.000749,0.0,succ,
变身漫画家系统,2.06619859578736,5.7642928786359,0.28284854563691,5.84553660982948,3.27582748244734,0.246740220661985,4.89969909729187,0.00902708124373119,0.407221664994984,0.669007021063189,3.0692076228686,0.19358074222668,4.05115346038114,1.43329989969909,997.0,3386.0,3.3961885656970914,0.0,变身漫画家系统,0.08433,0.030192,0.03886,0.026509,0.018455,0.010582,0.017841,0.010221,0.010221,0.012496,0.010654,0.00809,0.007656,0.006501,0.004731,0.007331,0.003287,0.00744,0.004839,0.005201,0.0039,0.005381,0.006717,0.003864,0.005598,0.003467,0.000506,0.000686,0.003142,0.004478,0.003034,0.003142,0.003792,0.001661,0.001589,0.002203,0.000289,0.00242,0.001372,0.000397,0.002853,0.0,0.001553,0.003034,0.0,0.001228,0.00065,0.002384,0.0,0.000144,0.003287,0.00325,0.002384,0.000758,0.001697,0.001734,0.000289,0.002275,0.002492,0.0,0.004731,0.001083,0.001445,0.001083,0.001445,0.0,0.001264,0.001011,0.000433,0.001228,0.008595,0.001336,0.000397,0.001517,0.001192,0.000795,0.0,0.001445,0.00047,0.004514,0.0,0.000795,0.0,0.001914,0.0,0.000975,0.001986,0.000975,0.000722,0.000867,0.0,0.000831,0.00177,0.000867,3.6e-05,0.000795,0.001047,0.0,0.000686,0.0,0.00195,0.000397,0.000614,7.2e-05,0.0,0.0,0.002275,0.000686,0.000361,0.00047,0.000181,0.000144,0.001372,0.002059,3.6e-05,0.000506,0.000506,0.000361,0.001264,0.000614,0.0,0.0,0.000108,0.0,0.001192,0.000758,0.002167,0.000722,0.0,0.000722,0.001481,0.0,7.2e-05,0.0,0.000217,0.000578,0.000939,0.001083,7.2e-05,0.000361,0.000795,0.000506,0.000144,0.000181,0.0,0.000217,0.001083,0.000397,0.000181,0.00047,0.000144,0.000289,0.000578,0.000397,0.0,0.000217,0.000361,0.001517,3.6e-05,0.000181,0.000289,0.000686,0.0,0.0,0.000217,0.0,0.000253,0.000253,0.00065,0.000181,0.00047,0.001445,0.0,0.000867,0.000108,0.001011,0.0,0.0,0.000325,0.0,0.0,3.6e-05,0.000181,0.000108,0.000722,0.000831,0.000217,0.000144,0.000253,0.000181,0.000217,0.001192,0.000144,0.000397,0.001517,0.000578,0.000722,0.000289,0.000181,0.000722,succ,
变身女学霸,1.6955017301038,4.53863898500576,0.30795847750865,4.1199538638985,1.84198385236447,0.230680507497116,4.26182237600922,0.0103806228373702,0.299884659746251,0.682814302191464,2.34948096885813,0.290657439446366,3.76009227220299,0.906574394463667,867.0,2770.0,3.1949250288350632,0.0,变身女学霸,0.09779,0.035076,0.021393,0.017104,0.012977,0.016995,0.017592,0.011294,0.01124,0.009502,0.013629,0.005701,0.005593,0.005213,0.00847,0.00733,0.004398,0.004887,0.005918,0.005375,0.006299,0.003638,0.003584,5.4e-05,0.002715,0.008796,0.001195,0.003584,0.002661,0.002172,0.001575,0.000489,0.001032,0.001955,0.001575,0.003095,0.00152,0.002335,0.001249,0.00152,0.003312,0.0,0.00152,0.002552,0.000109,0.000977,0.00114,0.002118,0.0,0.001086,0.002009,0.001086,0.001955,0.000869,0.002769,0.002172,0.000271,0.000977,0.000706,0.0,0.0019,0.000814,0.001412,0.00152,0.002498,0.000326,0.001629,0.00076,0.000217,0.001249,0.000977,0.001955,0.000489,0.002118,0.0019,0.001738,0.0,0.00076,0.000706,0.000652,5.4e-05,0.001575,0.0,0.002389,0.0,0.000543,0.000597,0.000814,0.001032,0.00076,0.0,0.001249,0.001303,0.000597,0.000434,0.0,0.000163,0.0,0.000597,0.0,0.00114,0.001086,0.000326,5.4e-05,5.4e-05,0.0,0.000923,0.000923,0.000489,0.00076,0.00038,0.000869,0.000434,0.000869,0.000217,0.000543,0.001303,0.00076,0.00114,0.000271,0.0,0.0,0.000271,0.0,0.000163,0.000814,0.000706,0.000217,0.0,0.000597,0.000543,5.4e-05,0.00038,0.0,0.000652,0.005158,0.00076,0.000814,0.000597,0.000271,0.001032,0.000814,0.00038,0.002661,0.0,0.000489,0.000814,0.000543,0.000109,0.000706,0.001303,0.00076,0.000434,0.000869,0.000271,0.000434,0.000326,0.000652,0.000217,0.000597,0.000271,0.000977,0.0,0.0,0.000543,0.000217,0.000489,0.00114,0.00076,0.000977,0.000489,0.001303,0.0,0.00076,0.000109,0.000326,5.4e-05,0.0,0.000706,0.000109,0.0,5.4e-05,0.000543,0.00038,0.001086,0.000326,0.000109,0.000109,0.00076,0.000271,0.000543,0.000217,5.4e-05,0.000652,0.000923,0.000326,0.000597,0.000434,0.000543,0.0,succ,
变身曲之都市红颜笑,2.79487179487179,9.35897435897436,1.2094017094017,9.31196581196581,3.15811965811965,0.358974358974359,6.9017094017094,0.0213675213675213,0.816239316239316,1.4059829059829,4.77777777777777,0.29059829059829,5.59401709401709,1.68376068376068,234.0,1077.0,4.602564102564102,0.0,变身曲之都市红颜笑,0.084411,0.022162,0.024986,0.01912,0.008148,0.014775,0.016404,0.007496,0.007279,0.016295,0.009669,0.009343,0.005649,0.008148,0.00554,0.006735,0.000978,0.004237,0.008691,0.005323,0.005758,0.002825,0.008039,0.000109,0.003476,0.002607,0.002064,0.004563,0.003694,0.001521,0.00478,0.000652,0.002933,0.00239,0.002064,0.001304,0.001955,0.003585,0.001412,0.000869,0.001955,0.0,0.001195,0.003694,0.0,0.001304,0.001086,0.000652,0.0,0.001955,0.001738,0.000652,0.002933,0.001086,0.002281,0.002173,0.002281,0.002173,0.000652,0.0,0.00239,0.002499,0.002607,0.000435,0.002607,0.0,0.000435,0.000543,0.00239,0.001847,0.001412,0.001195,0.000217,0.001521,0.002933,0.000109,0.0,0.001304,0.000869,0.001521,0.0,0.000109,0.0,0.000652,0.0,0.001086,0.001412,0.000652,0.00076,0.000869,0.000652,0.000978,0.000978,0.000652,0.000869,0.000109,0.001304,0.0,0.000435,0.0,0.001412,0.003476,0.00076,0.00076,0.0,0.0,0.000435,0.000978,0.000217,0.000435,0.000869,0.000109,0.0,0.000869,0.000435,0.000869,0.000435,0.002825,0.001521,0.000435,0.0,0.0,0.000435,0.0,0.001195,0.001304,0.001521,0.00076,0.0,0.000326,0.001086,0.0,0.001195,0.0,0.000326,0.001521,0.001195,0.002499,0.000652,0.0,0.00076,0.00076,0.000109,0.000652,0.0,0.000217,0.005758,0.000217,0.000435,0.000869,0.00163,0.00076,0.000109,0.000652,0.000543,0.001955,0.000217,0.00076,0.000217,0.000326,0.000652,0.000217,0.0,0.0,0.000652,0.0,0.000109,0.000217,0.000435,0.000109,0.000543,0.001521,0.000217,0.000543,0.0,0.000109,0.0,0.0,0.000543,0.000543,0.000217,0.000109,0.000869,0.000543,0.00076,0.000869,0.000326,0.000109,0.001304,0.000543,0.001955,0.000109,0.000869,0.003476,0.001412,0.000435,0.005323,0.000543,0.000326,0.000109,succ,
变身神级无敌美少女,1.16801292407108,3.81744749596122,0.187399030694668,2.88045234248788,1.95315024232633,0.130856219709208,2.87883683360258,0.0226171243941841,0.24232633279483,0.749596122778675,1.57835218093699,0.103392568659127,2.45718901453958,0.609046849757673,1238.0,2032.0,1.641357027463651,1.0,变身神级无敌美少女,0.031401,0.051411,0.032222,0.021242,0.018368,0.015906,0.012622,0.021242,0.021755,0.005336,0.00903,0.006875,0.008004,0.009133,0.002668,0.005952,0.00862,0.005849,0.005028,0.008825,0.00903,0.006773,0.01057,0.004413,0.006157,0.004207,0.002771,0.009338,0.002668,0.003694,0.003284,0.002258,0.00236,0.002873,0.003386,0.001642,0.003694,0.003694,0.00195,0.001437,0.001744,0.0,0.004515,0.002873,0.0,0.0,0.002258,0.001539,0.0,0.001334,0.001744,0.001231,0.001026,0.000616,0.001026,0.00236,0.00041,0.001744,0.001437,0.0,0.001437,0.00041,0.000718,0.001026,0.002668,0.0,0.000821,0.002873,0.0,0.000924,0.003284,0.001129,0.000103,0.001642,0.00041,0.001231,0.0,0.000924,0.000924,0.001642,0.0,0.002258,0.0,0.001231,0.0,0.001129,0.00236,0.001437,0.001334,0.0,0.000103,0.001129,0.000821,0.000718,0.000103,0.000308,0.001437,0.0,0.000616,0.0,0.000821,0.00041,0.000513,0.000205,0.0,0.0,0.000513,0.00041,0.000718,0.000513,0.001847,0.001437,0.002155,0.000616,0.000103,0.000103,0.000103,0.00041,0.000616,0.000718,0.0,0.0,0.001539,0.0,0.003899,0.000103,0.000718,0.001334,0.0,0.000308,0.000308,0.0,0.000308,0.0,0.000103,0.00041,0.002155,0.00041,0.0,0.000513,0.000718,0.001129,0.00195,0.004823,0.0,0.001026,0.004207,0.000616,0.000308,0.000924,0.000308,0.001539,0.000616,0.000616,0.0,0.000103,0.000616,0.000308,0.001231,0.000308,0.000616,0.000924,0.0,0.0,0.000924,0.0,0.000308,0.000616,0.000308,0.00041,0.00041,0.002668,0.0,0.001334,0.002155,0.000513,0.0,0.0,0.000103,0.0,0.0,0.0,0.000103,0.000821,0.000308,0.000513,0.000308,0.000308,0.00041,0.000103,0.000616,0.000821,0.001334,0.00041,0.000513,0.0,0.000513,0.000308,0.000308,0.000103,unsucc,
变身双子萝莉,1.38260869565217,5.21043478260869,0.344347826086956,5.34260869565217,2.32173913043478,0.212173913043478,4.45391304347826,0.00521739130434782,0.530434782608695,0.801739130434782,2.6991304347826,0.194782608695652,3.68,1.02782608695652,575.0,1716.0,2.9843478260869567,0.0,变身双子萝莉,0.082012,0.030992,0.030261,0.029018,0.01111,0.017616,0.015788,0.013303,0.013303,0.004824,0.012207,0.009502,0.006359,0.007894,0.006359,0.005774,0.004166,0.004605,0.006798,0.004678,0.003655,0.002412,0.007163,0.002704,0.004093,0.007017,0.000512,0.000439,0.00402,0.003362,0.002047,0.002485,0.001535,0.0019,0.002631,0.002558,0.0019,0.001974,0.003216,0.000804,0.003143,0.0,0.001974,0.002412,0.0,0.00095,0.000585,0.000512,0.0,0.0019,0.001608,0.000877,0.00307,0.002631,0.002631,0.001827,0.003435,0.001389,0.002704,0.0,0.002412,0.000219,0.001389,0.000512,0.000439,7.3e-05,0.001462,0.000731,7.3e-05,0.00095,0.00095,0.001243,0.000292,0.001827,0.000731,0.000804,0.0,0.0019,0.000365,0.001827,0.0,0.000658,0.0,0.00095,0.0,0.000585,0.000804,0.001462,0.00095,0.000365,0.0,0.000877,0.000877,0.000512,7.3e-05,0.001023,0.000658,7.3e-05,0.000512,0.0,0.001023,0.000731,7.3e-05,0.00095,0.0,0.0,0.000731,0.00095,0.000146,0.001023,0.000439,0.000585,0.000146,0.000585,0.000219,0.000877,0.00095,0.000731,0.000804,0.000585,0.0,0.0,0.000292,0.0,7.3e-05,0.001608,0.000512,0.00095,0.0,0.00095,0.000439,0.0,0.000731,0.0,7.3e-05,0.000731,0.000658,0.000219,0.001608,0.000439,7.3e-05,0.000146,7.3e-05,0.000292,7.3e-05,0.001023,0.00117,0.000219,0.000146,0.000365,0.000731,0.000146,0.000365,0.000658,0.0,0.00095,0.000877,0.001316,0.001462,0.000585,0.000512,0.000658,0.0,0.0,0.000512,0.000877,0.000512,0.000731,0.000512,0.000292,0.001243,0.000439,0.0,0.00117,0.0,0.000512,0.0,0.0,0.000219,0.0,0.0,0.0,0.000439,0.000585,0.000365,0.000658,7.3e-05,7.3e-05,0.000658,7.3e-05,7.3e-05,0.000219,0.000658,0.000365,7.3e-05,0.000146,0.000512,0.000146,0.000365,0.000658,succ,
变身在DC世界,2.11085972850678,6.0,0.769230769230769,6.210407239819,2.57692307692307,0.271493212669683,4.6787330316742,0.0294117647058823,0.312217194570135,0.857466063348416,2.84162895927601,0.253393665158371,4.00904977375565,1.15837104072398,442.0,1501.0,3.3959276018099547,0.0,变身在DC世界,0.083986,0.024079,0.025412,0.020413,0.012581,0.013498,0.017497,0.009998,0.009582,0.008249,0.012498,0.005666,0.004249,0.009082,0.006332,0.007915,0.006582,0.004916,0.004083,0.005166,0.005499,0.005249,0.005332,0.014414,0.003333,0.006416,0.00125,0.003083,0.003333,0.004416,0.00275,0.002416,0.001583,0.003083,0.004666,0.003916,0.001166,0.002916,0.001916,0.000583,0.003666,0.0,0.0025,0.002333,8.3e-05,0.000833,0.00075,0.001333,0.0,0.004416,0.002,0.001166,0.0025,0.001,0.001583,0.001916,8.3e-05,0.003416,0.000833,0.0,0.002833,0.000167,0.001166,0.001333,0.00125,0.0,0.001166,0.00075,0.001583,0.000333,0.00075,0.00175,0.000167,0.002,0.0005,0.001416,0.0,0.00225,0.00125,0.001916,0.000167,0.001583,0.0,0.002083,8.3e-05,0.000583,0.00125,0.000583,0.003999,0.001416,0.0,0.00125,0.002083,0.001,0.000333,0.000167,0.000833,0.0,0.0005,0.0,0.000917,0.000583,0.00025,0.000667,0.0,0.0,0.000167,0.0015,0.000583,0.000583,0.000917,0.000167,0.001083,0.000833,0.000167,8.3e-05,0.001083,0.000583,0.000667,0.001166,0.0,0.0,0.000167,0.0,0.0025,0.000667,0.00025,0.000833,0.0,0.001333,0.000333,0.0,0.0005,8.3e-05,0.000333,0.007332,0.000917,0.000167,0.000333,0.00025,0.0015,0.0005,0.000333,0.000333,8.3e-05,0.000167,8.3e-05,0.000417,0.0005,0.00175,0.0005,0.001083,0.000167,0.001166,0.0,0.000417,0.000583,0.00025,0.001083,0.000417,0.0005,0.000833,0.0,0.0,0.001166,0.000167,0.00025,0.001,0.000167,0.000417,0.000917,0.000333,0.0,0.00075,8.3e-05,0.00025,8.3e-05,0.0,0.000167,0.00025,8.3e-05,8.3e-05,0.0,0.001,0.000583,0.000667,0.000333,0.00025,0.000833,0.000167,0.000417,0.000333,0.000333,0.000583,0.000917,0.000583,0.000417,8.3e-05,0.000167,8.3e-05,succ,
变身之全职法神,2.17324561403508,6.36184210526315,0.622807017543859,6.25219298245614,3.15350877192982,0.210526315789473,5.76315789473684,0.0153508771929824,0.469298245614035,1.05043859649122,2.81798245614035,0.228070175438596,5.0219298245614,1.4298245614035,456.0,1903.0,4.173245614035087,0.0,变身之全职法神,0.10393,0.026788,0.031618,0.025177,0.015736,0.02064,0.011198,0.009295,0.009295,0.004684,0.006807,0.005197,0.004318,0.007319,0.004904,0.004391,0.00366,0.002269,0.005343,0.005709,0.00344,0.004684,0.003952,7.3e-05,0.003806,0.00344,0.000951,0.001391,0.001757,0.004245,0.000586,0.000512,0.002562,0.001244,0.001025,0.004099,0.010979,0.002708,0.001317,0.00161,0.002415,0.0,0.001317,0.002342,0.0,0.000586,0.000659,0.001391,0.000146,0.001976,0.001976,0.000805,0.002488,0.001391,0.002562,0.00161,7.3e-05,0.000878,0.001391,0.0,0.003147,0.000732,0.001171,0.001171,0.003294,0.000146,0.001244,0.002928,0.001025,0.001244,0.000146,0.000512,0.000146,0.001537,0.001025,0.00022,0.0,0.002049,0.000951,0.002488,7.3e-05,0.000512,0.0,0.001757,0.0,0.000586,0.001537,0.000878,0.001171,0.000805,0.0,0.000586,0.001537,0.000439,0.000366,0.001098,0.001098,0.0,0.000439,0.0,0.000659,0.000586,0.00022,0.000146,7.3e-05,0.0,0.000512,0.000293,0.000439,0.001098,0.002049,7.3e-05,0.000659,0.002488,0.000146,7.3e-05,0.001025,0.000293,0.001537,0.00022,0.0,0.0,7.3e-05,0.0,0.001317,7.3e-05,0.001098,0.000878,0.0,0.000439,0.001464,0.0,0.000878,7.3e-05,0.000878,0.012296,0.000878,0.000732,0.00022,0.000439,0.000878,0.000366,0.000146,0.003147,0.0,0.001025,0.00344,0.000732,0.000805,0.000951,0.001464,0.000878,0.000293,0.000146,0.0,0.000878,0.001171,0.000951,0.000439,0.00022,0.000293,0.000146,0.0,0.0,0.000512,0.001683,7.3e-05,0.000439,0.000512,0.000146,0.000512,0.000951,0.0,0.000951,7.3e-05,0.000512,0.0,0.0,0.000586,0.0,0.0,0.000586,7.3e-05,0.000878,0.001025,0.000439,0.000146,0.000146,0.000805,7.3e-05,0.000366,0.000293,0.000878,0.000586,0.001757,0.000439,0.000439,0.000439,0.000146,0.000146,succ,
别碰我的舰娘,2.72748267898383,7.54965357967667,0.441108545034642,6.48729792147806,2.90300230946882,0.221709006928406,6.68360277136258,0.0115473441108545,0.750577367205542,1.1108545034642,3.89838337182448,0.193995381062355,5.61200923787528,1.16166281755196,433.0,1963.0,4.533487297921478,0.0,别碰我的舰娘,0.096007,0.023349,0.017283,0.017001,0.015166,0.014884,0.01298,0.014884,0.014532,0.007054,0.009594,0.00515,0.008324,0.007125,0.011569,0.008747,0.000847,0.003245,0.005361,0.008324,0.011075,0.004233,0.005643,0.00261,0.005008,0.006419,0.001481,0.010581,0.002822,0.003739,0.001552,0.002046,0.004021,0.00254,0.002046,0.001058,0.000705,0.002469,0.00254,0.000494,0.004444,0.0,0.002328,0.002822,0.0,0.000917,0.000705,0.003457,0.0,0.002116,0.00127,0.000847,0.001411,0.00127,0.000917,0.001058,0.000635,0.002187,0.001411,0.0,0.001058,0.000776,0.002187,0.001622,0.003739,0.001764,0.001693,0.001129,7.1e-05,0.001622,0.001411,0.001764,0.000353,0.002116,0.002469,0.000353,0.0,0.002187,0.000917,0.001129,0.0,0.000847,0.0,0.001058,7.1e-05,0.000776,0.00127,0.000635,0.001058,0.000635,0.002187,0.000776,0.002116,0.000494,0.000847,7.1e-05,0.000917,0.0,0.000494,0.000494,0.000917,0.002046,0.000776,0.000423,7.1e-05,0.0,0.002046,0.001481,0.000564,0.001058,7.1e-05,0.000212,0.000282,0.000705,7.1e-05,0.000705,7.1e-05,0.000635,0.000423,0.000141,0.0,0.0,0.000141,0.0,0.001129,0.000282,0.00134,0.000282,0.0,0.000212,0.003386,0.0,0.000282,0.0,0.001199,0.000212,0.00127,0.001764,0.000564,0.000423,7.1e-05,0.000705,0.000212,0.000141,0.0,0.001058,0.000847,0.000423,0.000635,0.000917,0.001764,0.000353,0.000353,0.000423,0.001622,0.000635,0.000847,0.002398,0.000282,0.001693,0.000564,0.000423,0.0,0.0,0.001058,0.000282,0.000635,0.002751,0.000635,0.000423,0.000705,0.000282,0.0,0.001129,7.1e-05,0.000141,0.0,0.0,0.000847,0.0,0.0,0.0,0.000917,0.000776,0.000776,0.000776,0.000282,0.000212,0.000705,0.000141,0.000494,0.000353,0.000141,0.000212,0.000282,0.000423,0.000353,0.000635,0.000494,7.1e-05,succ,
不甘为少女之奴,1.09028571428571,3.392,0.235428571428571,2.66628571428571,1.81485714285714,0.176,3.55657142857142,0.0697142857142857,0.251428571428571,0.424,1.48685714285714,0.142857142857142,3.176,0.696,1750.0,4004.0,2.288,1.0,不甘为少女之奴,0.081636,0.039415,0.024432,0.020224,0.019634,0.012991,0.013065,0.021184,0.020815,0.0062,0.011367,0.006717,0.005536,0.004503,0.002879,0.003395,0.015279,0.002879,0.003174,0.012917,0.010038,0.005167,0.004355,7.4e-05,0.009079,0.009669,0.000369,0.00096,0.003691,0.001698,0.001255,0.001993,0.001402,0.003026,0.001329,0.001845,0.004355,0.002805,0.001845,0.001255,0.001402,0.0,0.003026,0.004872,0.000148,0.0,0.000221,0.001329,0.000221,0.000443,0.001329,0.000443,0.002067,0.001181,0.001402,0.001181,0.000295,0.00096,0.000886,0.0,0.003322,0.00059,0.000369,0.001329,0.001107,0.0,0.001033,0.000886,0.000148,0.000738,0.000443,0.002583,0.000221,0.001329,0.000812,0.004207,0.0,0.000664,0.000664,0.001476,7.4e-05,0.002879,0.0,0.00155,0.0,0.016386,0.001107,0.00059,0.00155,0.000517,0.0,0.001698,0.001255,0.00059,0.000295,0.000517,0.00155,0.000295,0.00059,0.0,0.000517,0.000443,0.000443,0.000517,0.0,0.0,0.000221,0.000517,0.000812,7.4e-05,0.00059,0.000738,0.002067,0.000295,7.4e-05,0.001329,0.000369,0.000443,0.000517,0.000369,0.0,0.0,0.000369,0.0,0.000812,0.001033,0.000148,0.000738,0.0,0.00059,0.000369,0.0,0.000664,0.0,7.4e-05,0.006126,0.000738,0.00059,0.000517,0.000886,0.001771,0.001181,0.000221,0.00059,0.0,0.00059,0.00059,0.001476,0.00059,0.000664,0.000295,0.000148,0.000221,0.001033,0.0,0.001329,0.000295,0.000443,7.4e-05,0.000664,0.000886,0.001919,0.0,0.0,0.000369,0.000221,0.0,0.00059,0.000148,0.001107,0.0,7.4e-05,0.0,0.002657,0.0,0.000148,0.0,0.0,0.000738,0.0,0.0,0.0,0.000295,0.00059,0.000517,0.000221,0.000148,0.000148,0.000664,0.000148,0.0,0.000886,0.000443,0.000221,0.001033,7.4e-05,0.000295,0.000295,0.000221,0.0,unsucc,
