小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,PU。,DEG的,DEC的,AS了,CD一,VC是,PU“,PU”,PN他,AD不,P在,AD就,M个,DT这,AD也,PU！,AD都,VE有,PN我,PN你,SP了,NN人,PN自己,AS着,PU？,CD三,PU：,AD还,VV能,CC和,DEV的,LC中,VV看,CD两,DT这个,PU…,VV会,LC上,LC里,PN这,NN余晖,VV说,VV要,VV藏,PU、,LC后,AD又,NR唐,AD但,SP的,BA把,VV让,P从,M种,VV到,AD已经,P对,SB被,NR彭怿辰,AD很,VV可以,AD才,AD再,DT那,CD九,VV来,M次,NN世界,AD不过,PN他们,VV去,VV起来,DT什么,AD却,SP啊,VV祝,AD只,VE没有,NT现在,NN表演,SP吧,NN衡逆,VV想,NN演员,JJ小,CD几,LB被,AD没,M年,NN弟子,AD还是,JJ大,VV出,VV知道,AD突然,VA好,NR李思敏,VV出来,VV宗,AD就是,AD一,P向,P因为,NN异兽,NR安泰,DT这些,AS过,VV给,LC下,DT那个,CS虽然,SP吗,AD最,VV发现,NN时候,AD怎么,AD一下,AD更,P和,VV丧尸,NT17号,VV开始,VV衡逆,VV说道,NN时间,AD而,AD没有,NR周帆,AD太,DEG之,NN和尚,CD一些,NN剧情,AD然后,PN她,AD那,VV可,LC之后,NN眼,AD这么,P给,NN身体,DEV地,NN电影,AD有些,PN你们,VV走,VV想到,VE没,BA将,LC时,AD连,M天,NR张兴平,NN手,OD第一,PN这里,VV应该,VV见,M声,SP呢,NR邱启明,NN丧尸,VV叫,M只,DT其他,VV道,MSP而,M句,P比,DT那些,NN铜,PN什么,JJ老,AD而且,NN演技,NN符箓,NN东西,NN主角,NN导演,NN角色,NN门,VV看到,PN那,AD所以,VV过来,NN身上,AD只是,NN心里,CD四,AD快,AD但是,AD一直,CS如果,CD多,AD多,MSP所,VE无,NN生命,class,
女装大佬,1.45345345345345,3.95945945945945,0.204204204204204,3.43243243243243,1.81231231231231,0.153153153153153,3.56606606606606,0.033033033033033,0.345345345345345,0.645645645645645,2.18618618618618,0.136636636636636,3.1021021021021,0.626126126126126,666.0,1671.0,2.509009009009009,0.0,女装大佬,0.078441,0.045881,0.028203,0.018911,0.018747,0.017431,0.017431,0.009949,0.009867,0.013074,0.009373,0.006825,0.009702,0.008305,0.005673,0.006249,0.001069,0.007318,0.006578,0.004851,0.004111,0.004933,0.005509,0.008798,0.002302,0.00814,0.001151,0.002384,0.004522,0.002138,0.001069,0.001233,0.000904,0.003124,0.001398,0.002796,0.014471,0.003618,0.001233,0.003042,0.004111,0.0,0.001973,0.002384,0.0,0.00148,0.001727,0.001727,0.0,0.000904,0.001809,0.00296,0.002056,0.001316,0.001727,0.002138,0.001644,0.001644,0.000493,0.0,0.002302,0.000822,0.00148,0.001644,0.001151,8.2e-05,0.001644,0.001151,0.001398,0.00148,0.000411,0.00222,0.000164,0.002302,0.001233,0.001151,8.2e-05,0.000904,0.001233,0.002467,8.2e-05,0.000576,0.0,0.001973,0.0,0.000658,0.001316,0.000822,0.002631,0.000247,0.0,0.000987,0.000987,0.000658,0.002056,0.000329,0.001233,0.0,0.000658,0.0,0.001891,0.00074,0.000576,0.000904,8.2e-05,0.0,0.00148,0.001398,0.00074,0.000247,0.000576,0.00074,0.001644,0.000822,8.2e-05,0.001398,0.00074,0.00074,0.00074,0.000493,0.0,0.0,0.000576,0.0,0.000493,0.001398,0.001151,0.000987,0.0,0.000822,8.2e-05,0.0,0.000658,8.2e-05,0.001316,0.004769,0.001809,0.000822,0.0,0.000493,0.001398,0.000904,0.000164,0.001398,0.0,0.001151,0.000164,0.000164,0.000987,0.001233,0.0,0.00074,0.000411,0.001562,8.2e-05,0.000247,0.000822,0.001562,8.2e-05,0.000329,0.000411,0.001151,0.0,0.0,0.000493,8.2e-05,0.000329,0.000164,8.2e-05,0.000164,0.000822,0.001151,0.0,0.001233,0.0,0.000987,0.0,0.0,0.001233,0.0,0.0,8.2e-05,0.000247,0.001069,0.000987,0.000164,0.000493,0.000164,0.000822,8.2e-05,0.000164,0.000493,0.000904,0.000329,0.000904,0.000164,0.000576,0.000329,8.2e-05,8.2e-05,succ,
女装文艺人生,1.23193916349809,4.80608365019011,0.41444866920152,5.55893536121673,2.80798479087452,0.180608365019011,4.57984790874524,0.0475285171102661,0.555133079847908,0.887832699619771,2.64828897338403,0.136882129277566,3.91254752851711,1.13498098859315,526.0,1666.0,3.167300380228137,0.0,女装文艺人生,0.081979,0.022011,0.032667,0.028934,0.020222,0.016411,0.013533,0.0126,0.012833,0.006067,0.006533,0.0077,0.006145,0.006456,0.005445,0.004278,0.013378,0.003889,0.005522,0.004511,0.002956,0.0049,0.003811,0.003344,0.006456,0.005989,0.002567,0.005289,0.002411,0.002567,0.003811,0.003656,0.002256,0.001478,0.002022,0.002333,0.003033,0.002022,0.003344,0.0021,0.003033,0.0,0.001089,0.002411,0.0,0.001244,0.000544,0.001244,0.0,0.0007,0.001011,0.0007,0.001089,0.002022,0.003344,0.002022,7.8e-05,0.000467,0.0014,0.0,0.002644,0.000544,0.001711,0.0014,0.001167,0.000389,0.001478,0.001089,0.000311,0.000856,0.000311,0.001556,0.000311,0.000778,0.001867,0.003033,0.0,0.001011,0.000467,0.000856,0.000933,0.001478,0.0,0.000622,7.8e-05,0.001556,0.001244,0.0007,0.001089,0.001556,0.0,0.0007,0.001089,0.0007,7.8e-05,0.001478,0.000778,0.0,0.0007,0.0,0.0007,0.000233,0.000622,0.000156,0.0,0.0,0.000544,0.000467,0.000622,0.001322,0.000233,0.001167,0.0007,0.001322,0.000389,0.000311,0.000622,0.000233,0.000622,0.000933,0.0,0.0,0.000156,0.0,0.001089,0.000622,0.001322,0.000622,0.0,0.001556,0.000311,7.8e-05,0.000156,0.0,0.000544,0.002022,0.000389,0.000544,0.000778,0.000467,0.0007,0.000544,0.000156,0.0,7.8e-05,0.000311,0.000544,0.0007,0.000389,0.000467,0.001633,0.000389,0.000233,0.000311,0.0,0.001089,0.000467,0.000233,0.000311,0.000389,0.000389,0.000311,0.0,0.0,0.000389,0.0,0.000467,0.000156,0.000311,0.000233,0.000544,0.000389,0.0,0.000233,7.8e-05,0.000622,7.8e-05,0.0,7.8e-05,0.000233,0.000156,0.000622,0.001011,0.000622,0.000389,7.8e-05,0.000156,0.000156,0.000389,7.8e-05,0.0007,0.000778,0.0007,0.000233,0.0007,0.000389,0.000389,0.000156,0.000233,7.8e-05,succ,
盘龙之风行,2.23572474377745,6.93557833089311,0.702781844802342,6.54465592972181,3.5519765739385,0.197657393850658,6.42020497803806,0.027818448023426,0.5402635431918,1.13616398243045,3.46559297218155,0.314787701317715,5.57833089311859,1.32064421669106,683.0,3117.0,4.563689604685212,0.0,盘龙之风行,0.102881,0.01948,0.027045,0.025233,0.020341,0.020069,0.014769,0.013817,0.013908,0.011779,0.009513,0.005844,0.006841,0.008607,0.001948,0.005572,0.005708,0.004485,0.003579,0.007294,0.008154,0.006252,0.005663,0.005164,0.003443,0.006161,0.001495,0.006161,0.002763,0.003534,0.001223,0.003488,0.002763,0.002718,0.001948,0.001948,0.004983,0.002809,0.002175,0.001495,0.002265,0.0,0.002673,0.001631,0.0,0.001223,0.000997,0.002175,0.0,0.000136,0.002356,0.000498,0.002129,0.001359,0.001223,0.002265,0.000136,0.001133,0.001133,0.0,0.002899,0.001042,0.001314,0.001359,0.002175,0.000181,0.00145,0.001223,4.5e-05,0.000634,0.000725,0.001495,0.000317,0.001631,0.001631,0.000317,0.0,0.000906,0.000181,0.001404,0.0,0.001676,0.0,0.002446,0.0,0.000634,0.001042,0.001268,0.000136,0.00068,0.000227,0.000997,0.00068,0.001087,4.5e-05,0.000181,0.000951,0.0,0.001087,0.0,0.001133,0.001178,0.000272,0.000453,4.5e-05,0.0,0.000408,0.000906,0.000453,0.000498,0.001767,4.5e-05,0.000815,0.001133,9.1e-05,0.001586,0.001178,0.000725,0.001223,0.000498,0.0,0.0,0.000227,0.0,0.002356,0.000544,0.000997,0.000136,0.0,0.00068,0.000589,0.0,0.000453,0.0,0.001404,0.000181,0.000861,0.001495,0.000272,0.000408,4.5e-05,0.000408,0.000227,0.000408,0.0,0.001812,0.000181,0.000997,0.000453,0.000181,0.001812,0.000272,0.000634,0.001087,4.5e-05,0.001042,0.000725,0.000725,9.1e-05,0.000951,0.001223,0.000906,0.0,0.0,0.000861,0.000136,0.000544,0.00077,0.000136,0.00068,0.000362,0.000453,0.0,0.000906,0.000453,0.000227,0.0,0.0,0.000589,0.0,0.0,0.0,0.000136,0.000544,0.000725,0.00077,9.1e-05,0.000227,0.000906,9.1e-05,0.000362,0.000227,0.000136,0.000453,0.000362,0.000272,0.000408,0.000362,0.000272,4.5e-05,succ,
盘龙之圆满超脱,1.4708276797829,5.0135685210312,0.871099050203527,4.80732700135685,2.59023066485753,0.208955223880597,3.99592944369063,0.0339213025780189,0.320217096336499,0.709633649932157,2.54545454545454,0.204884667571234,3.34328358208955,0.930800542740841,737.0,2032.0,2.757123473541384,0.0,盘龙之圆满超脱,0.073959,0.034815,0.026218,0.020669,0.020243,0.014999,0.015304,0.009573,0.009512,0.004512,0.014145,0.006585,0.008414,0.007561,0.005,0.007926,0.002927,0.005731,0.005975,0.005792,0.007926,0.008536,0.003414,0.00939,0.003292,0.007195,0.001037,0.001646,0.002561,0.003902,0.000671,0.001829,0.001707,0.002073,0.001037,0.002805,0.000244,0.003841,0.001402,0.001037,0.002195,0.0,0.002683,0.002683,6.1e-05,0.000976,0.000122,0.001585,0.0,0.002012,0.002622,0.000915,0.002561,0.001158,0.00189,0.002378,0.001524,0.001707,0.001097,0.0,0.001951,0.00061,0.001402,0.001341,0.001707,0.0,0.001341,0.001768,0.000183,0.000488,0.000488,0.001219,0.000366,0.002073,0.003049,0.004085,0.0,0.001768,0.001402,0.0025,0.0,0.001524,0.0,0.002134,0.0,0.002927,0.002195,0.000854,0.001585,0.001037,0.0,0.001829,0.001158,0.000427,6.1e-05,0.000305,0.001158,0.0,0.000427,0.0,0.00128,0.001219,0.000305,0.001097,0.000244,0.0,0.000488,0.000732,0.000671,0.000244,0.001219,0.000915,0.000244,0.000976,0.000183,6.1e-05,0.00189,0.000366,0.001097,6.1e-05,0.0,0.0,0.000244,0.0,0.000122,6.1e-05,0.001097,0.000976,0.000183,0.000854,0.001158,0.0,0.000305,0.0,0.000854,0.001646,0.000488,0.00061,0.001097,0.000427,0.001097,0.000915,0.000122,0.00311,0.0,0.000122,0.000183,0.000488,0.000671,0.001402,0.001646,0.000488,0.000427,0.000732,0.0,0.000488,0.000915,0.001158,0.000976,0.000366,0.000427,0.000732,0.0,0.0,0.001158,0.000244,0.000183,0.000549,0.000244,0.000366,0.000671,0.000244,0.0,0.001219,0.000122,0.000427,0.0,0.000122,0.000732,0.000183,0.0,0.0,6.1e-05,0.000671,0.00061,0.000671,0.000122,0.000122,0.001219,0.000305,0.000305,0.000488,0.001768,0.00061,0.000549,0.000366,0.000915,0.0,0.000244,6.1e-05,succ,
叛逆的鲁鲁修之最强杂兵,1.26492537313432,4.75373134328358,0.598880597014925,3.82649253731343,2.32649253731343,0.125,4.2705223880597,0.0391791044776119,0.354477611940298,0.477611940298507,2.11380597014925,0.167910447761194,3.75373134328358,0.785447761194029,536.0,1288.0,2.4029850746268657,0.0,叛逆的鲁鲁修之最强杂兵,0.066315,0.038284,0.02314,0.027655,0.018437,0.012605,0.015615,0.023046,0.023516,0.001411,0.009406,0.004891,0.006302,0.004515,0.004609,0.006867,0.006114,0.003292,0.00301,0.004703,0.006114,0.006961,0.002822,0.008936,0.007713,0.006208,0.000188,0.004421,0.00301,0.002446,0.001881,0.002822,0.001599,0.004985,0.001317,0.001787,0.012887,0.003857,0.002069,0.001599,0.004233,0.0,0.001975,0.00348,0.0,0.0,0.00301,0.004233,0.0,0.001317,0.001599,0.002258,0.002069,0.001881,0.001411,0.001693,0.001599,0.000188,0.001693,0.0,0.004139,0.000564,0.001035,0.001223,0.001317,0.0,0.002069,0.000376,9.4e-05,0.001223,0.000282,0.001881,0.000564,0.00254,0.000376,0.000282,0.0,0.001317,0.000564,0.001129,0.0,0.001787,0.0,0.003292,0.0,9.4e-05,0.001411,0.001411,0.000847,0.00047,0.0,0.001411,0.00047,0.000658,0.000282,0.00254,0.001129,0.0,0.000658,0.0,0.000376,0.000941,0.000188,0.000564,0.0,0.0,0.000658,0.000376,0.000188,0.000658,0.001223,0.000658,0.002069,0.000941,0.000282,0.000564,0.001317,0.000847,0.000282,0.000564,0.0,0.0,0.000282,0.0,0.001975,0.000376,0.00047,0.000847,0.0,0.001129,0.000753,0.0,9.4e-05,0.0,0.001317,0.002258,0.001693,0.000564,9.4e-05,0.00047,9.4e-05,0.000658,0.000376,0.000282,0.0,0.001035,9.4e-05,0.000753,0.001035,0.000564,9.4e-05,0.000376,0.000282,0.000658,9.4e-05,0.001787,0.000658,0.000753,9.4e-05,0.000188,0.000564,0.000376,0.0,0.0,0.000564,0.000188,0.0,0.000376,0.000282,0.000376,0.00047,0.000376,0.0,0.002258,0.0,0.00047,0.0,0.0,0.000753,0.000376,0.0,0.000282,0.000376,0.000941,0.000753,0.001317,0.000564,0.000282,0.001035,0.000188,0.000753,0.000376,0.000188,0.000282,0.00047,0.00047,0.000282,0.000376,0.000188,9.4e-05,succ,
浦山实与光的日记,1.26297577854671,3.9515570934256,0.0449826989619377,3.36678200692041,2.09688581314878,0.211072664359861,3.83391003460207,0.0242214532871972,0.359861591695501,0.519031141868512,1.92387543252595,0.193771626297577,3.29411764705882,0.8719723183391,289.0,692.0,2.394463667820069,0.0,浦山实与光的日记,0.071984,0.033852,0.029572,0.025681,0.01751,0.013035,0.016148,0.009533,0.007004,0.008949,0.009922,0.009728,0.004475,0.006031,0.005837,0.004864,0.016148,0.003502,0.004475,0.014591,0.003696,0.004086,0.004669,0.001751,0.004086,0.006615,0.000584,0.001946,0.002724,0.001362,0.002529,0.001946,0.004475,0.002335,0.00214,0.001556,0.001556,0.004086,0.003113,0.000584,0.002724,0.0,0.001751,0.004086,0.0,0.001751,0.001946,0.000778,0.0,0.002918,0.003307,0.000389,0.001362,0.001946,0.001167,0.001751,0.000389,0.000778,0.000778,0.0,0.002724,0.000389,0.000973,0.000973,0.001751,0.0,0.000778,0.001362,0.000584,0.000195,0.000584,0.001167,0.000778,0.001167,0.000389,0.00214,0.0,0.00214,0.000778,0.001167,0.000389,0.001751,0.0,0.001556,0.0,0.001167,0.001167,0.000778,0.001751,0.001556,0.0,0.000973,0.001362,0.000389,0.000389,0.000195,0.000778,0.0,0.000389,0.0,0.000973,0.001362,0.000389,0.001556,0.0,0.0,0.000389,0.000584,0.000195,0.000584,0.000778,0.001362,0.001751,0.000584,0.000195,0.000584,0.000195,0.001167,0.000973,0.000973,0.0,0.0,0.000195,0.0,0.000389,0.001556,0.001167,0.000195,0.0,0.000584,0.000584,0.0,0.000973,0.0,0.000389,0.002335,0.000195,0.000389,0.000973,0.000584,0.000389,0.0,0.000195,0.004669,0.0,0.000973,0.003696,0.000584,0.000973,0.000778,0.000584,0.0,0.000195,0.001751,0.0,0.000389,0.000389,0.000973,0.001362,0.001362,0.000778,0.000584,0.0,0.0,0.000389,0.000778,0.000195,0.000584,0.000195,0.000778,0.000778,0.000973,0.0,0.000389,0.000195,0.001167,0.0,0.0,0.000195,0.0,0.0,0.0,0.000389,0.002335,0.000584,0.000584,0.000195,0.001556,0.000584,0.000389,0.000778,0.000584,0.000584,0.000195,0.000584,0.000389,0.000389,0.001167,0.0,0.0,succ,
七曜下的奇迹,1.48338870431893,4.5,0.255813953488372,6.03488372093023,2.20764119601328,0.189368770764119,8.0,0.0398671096345514,0.38704318936877,3.90365448504983,2.2375415282392,0.191029900332225,7.26245847176079,1.08970099667774,602.0,1655.0,2.749169435215947,0.0,七曜下的奇迹,0.057794,0.015654,0.025076,0.019883,0.010461,0.0069,0.014022,0.007196,0.006974,0.005119,0.008829,0.005045,0.004377,0.003339,0.001632,0.004451,0.016915,0.002745,0.005119,0.013799,0.004229,0.002819,0.003042,0.001484,0.001187,0.003784,0.000445,0.008977,0.001261,0.002003,0.001632,0.000668,0.003413,0.001706,0.000371,0.001558,0.005787,0.002374,0.000964,0.001187,0.001706,0.0,0.00319,0.002077,0.0,0.000148,0.000964,0.000519,0.0,0.001187,0.001187,0.001335,0.001187,0.000742,0.000816,0.000519,0.000742,0.001261,0.00089,0.0,0.001781,0.000445,0.000742,0.000742,0.00141,0.0,0.000519,0.000668,0.001187,0.000964,0.000148,0.001039,0.000148,0.000816,0.000964,0.001335,0.0,0.000964,0.000668,0.000742,0.0,0.001855,0.0,0.00141,0.0,0.000371,0.000742,0.001113,0.000668,0.000742,0.000223,0.000223,0.002077,0.00089,0.000223,0.000816,0.00089,0.0,0.000742,0.0,0.000594,0.000148,0.000223,0.001484,0.0,0.0,0.000223,0.000594,0.000594,0.000297,0.000816,0.000148,0.001335,0.000297,0.000148,0.001484,7.4e-05,0.000148,0.001187,0.000594,0.0,0.0,0.000668,0.0,0.000371,0.001113,0.000742,0.000668,0.0,0.00089,0.004526,0.0,0.000816,0.000371,0.000742,0.000223,0.000148,0.000445,0.000223,0.000148,0.000371,7.4e-05,7.4e-05,0.000964,0.0,0.000223,0.000445,0.000223,0.000148,0.000668,0.000742,0.000445,0.000371,0.000668,0.0,0.0,0.000964,0.000742,0.000148,0.000148,7.4e-05,0.000742,0.0,0.0,7.4e-05,7.4e-05,0.000445,0.000148,0.000519,0.000223,0.000594,0.000148,0.0,0.001335,0.000445,0.000223,0.0,0.0,0.000148,0.000148,0.0,0.000594,0.0,0.000594,0.000742,0.001781,7.4e-05,7.4e-05,0.000964,7.4e-05,0.000148,7.4e-05,0.001187,0.000148,0.000668,0.000742,0.000297,0.000445,0.000371,0.0,succ,
奇葩的鬼剑士,1.05882352941176,3.42,0.430588235294117,3.22941176470588,2.28117647058823,0.145882352941176,4.31764705882352,0.088235294117647,0.28235294117647,0.496470588235294,1.64823529411764,0.2,3.94823529411764,0.835294117647058,1700.0,4064.0,2.3905882352941177,1.0,奇葩的鬼剑士,0.078015,0.020022,0.027441,0.021538,0.026324,0.016512,0.013162,0.02784,0.023851,0.004627,0.009333,0.005424,0.005983,0.005743,0.003669,0.004387,0.021618,0.002473,0.004308,0.008376,0.00678,0.005105,0.002792,0.00351,0.006701,0.008137,0.001197,0.001835,0.003669,0.001276,0.001675,0.001436,0.002313,0.003909,0.001675,0.001914,0.005584,0.002553,0.001516,0.002553,0.002234,0.0,0.001197,0.002313,0.0,0.000479,0.000558,0.000957,0.0,0.000239,0.002154,0.001117,0.001675,0.000877,0.001037,0.001436,0.000239,0.001037,0.000638,0.0,0.002393,0.000957,0.000957,0.000558,0.000957,0.0,0.001436,0.000877,0.000399,0.000479,0.000638,0.001914,0.003111,0.001835,0.001356,0.005504,0.0,0.000718,0.000877,0.001994,0.0,0.003749,0.0,0.001197,0.0,0.000638,0.000638,0.000558,0.000798,0.00016,0.0,0.001117,0.001197,0.001197,0.00016,0.000957,0.000558,0.0,0.000798,0.0,0.000638,0.000558,0.000718,0.000638,0.000239,0.0,0.000239,0.000558,0.0,0.000638,0.000239,0.000877,0.001914,0.000239,0.001037,0.001117,0.000319,0.000558,0.000479,0.00016,0.0,0.0,0.000239,0.0,0.001197,0.000877,0.000479,0.000798,0.0,0.001117,8e-05,0.0,0.000638,8e-05,0.000877,0.000239,0.000319,0.000957,0.000399,0.000718,0.001117,0.000239,0.000319,0.005185,0.0,0.001436,0.002154,0.000718,0.000479,0.000957,0.001436,0.000399,0.000399,0.000239,8e-05,0.000957,0.000319,0.000877,0.000558,0.000558,0.000638,0.001436,0.0,0.0,0.000319,0.000558,0.00016,0.001197,0.000399,0.000239,0.000558,0.000957,0.0,0.001117,8e-05,0.000479,0.0,0.0,0.000877,8e-05,0.0,8e-05,0.0,0.000718,0.000479,0.000239,0.000877,0.000399,0.000638,0.00016,0.000319,0.0,0.000239,0.000558,0.000877,8e-05,0.000558,8e-05,0.00016,8e-05,unsucc,
前世我是大贤者,1.06688241639697,3.71089536138079,0.239482200647249,3.99029126213592,1.81661272923408,0.213592233009708,3.43797195253505,0.0204962243797195,0.284789644012945,0.533980582524271,1.55447680690399,0.168284789644012,2.95145631067961,0.775620280474649,1854.0,4118.0,2.221143473570658,1.0,前世我是大贤者,0.064565,0.055601,0.033599,0.025199,0.010719,0.017238,0.014543,0.017552,0.017426,0.013665,0.009967,0.006268,0.005265,0.008086,0.004074,0.004388,0.000815,0.004325,0.004388,0.003698,0.005955,0.002883,0.007209,0.005767,0.00514,0.004012,0.002006,0.004639,0.002633,0.002069,0.003698,0.001066,0.001818,0.002445,0.002194,0.00257,0.005642,0.002319,0.002758,0.002069,0.001818,0.0,0.00163,0.002883,6.3e-05,0.00094,0.000501,0.001191,0.0,0.000815,0.001881,0.002069,0.00163,0.001567,0.002131,0.001755,0.001755,0.001066,0.001316,0.0,0.000564,0.000439,0.001003,0.001316,0.001191,0.0,0.000815,0.001191,0.000501,0.000564,0.001254,0.001066,0.000439,0.002069,0.000752,0.002131,0.0,0.001066,0.000125,0.001316,0.000125,0.000501,0.0,0.001254,0.0,0.001442,0.00094,0.001504,0.000501,0.000188,0.0,0.00094,0.003134,0.000878,6.3e-05,6.3e-05,0.001066,0.0,0.000878,0.0,0.00094,0.000564,0.000125,0.00094,0.000125,0.0,0.000376,0.000439,0.000501,0.000564,0.001066,0.00069,0.001567,0.001066,6.3e-05,0.00069,0.000752,0.000564,0.000878,0.001066,0.0,0.0,0.000251,0.0,0.00163,0.000376,0.000627,0.000501,0.0,0.000501,0.000564,0.0,0.000125,0.0,0.000125,0.002257,0.000313,0.000439,0.000564,0.00094,0.000878,0.00069,0.000251,0.003761,0.0,0.000251,0.000564,0.000564,0.000439,0.000125,0.000752,0.000564,0.000815,0.000188,0.0,0.001066,0.000501,6.3e-05,6.3e-05,0.000501,0.000439,0.000376,0.0,0.0,0.000376,0.000627,0.0,0.001066,0.000313,0.000125,0.000564,0.001003,0.0,0.001128,0.0,0.000376,0.0,0.0,0.000878,0.0,0.0,0.0,0.0,0.000815,0.000501,0.000125,6.3e-05,0.000251,0.000439,0.000251,0.000188,6.3e-05,0.000815,0.000313,0.000313,0.000188,6.3e-05,6.3e-05,0.000251,0.0,unsucc,
秦时明月之公子问情,1.59848484848484,4.20670995670995,0.752164502164502,3.53246753246753,1.92207792207792,0.0833333333333333,3.92207792207792,0.0508658008658008,0.187229437229437,0.501082251082251,1.68722943722943,0.152597402597402,3.46536796536796,0.574675324675324,1848.0,5126.0,2.7738095238095237,1.0,秦时明月之公子问情,0.093058,0.047932,0.020534,0.01743,0.016892,0.013013,0.012654,0.01152,0.010506,0.003701,0.015341,0.004716,0.00764,0.004775,0.004119,0.007163,0.002507,0.00573,0.006088,0.017489,0.0194,0.007581,0.00776,0.003164,0.004596,0.005432,0.000597,0.004537,0.003402,0.003343,0.000537,0.002268,0.001015,0.00388,0.00191,0.002507,0.004119,0.004656,0.00197,0.000537,0.002209,0.0,0.002746,0.005312,0.0,0.000239,0.000716,0.001254,0.000776,0.000239,0.003343,0.002268,0.00185,0.000657,0.000955,0.001373,0.000119,0.001194,0.000716,0.0,0.000895,0.000597,0.001254,0.001194,0.001492,0.000239,0.00197,0.000597,0.000179,0.000895,0.001254,0.004178,0.000358,0.002985,0.000955,0.003402,0.0,0.000716,0.001373,0.001671,0.0,0.003581,0.0,0.002149,0.0,0.000478,0.000776,0.000478,0.001433,0.000298,0.0,0.000716,0.002447,0.000537,6e-05,6e-05,0.001433,0.000776,0.000537,0.0,0.000836,0.000657,0.000179,0.000657,0.0,0.0,0.001015,0.001134,0.001254,0.000179,0.000418,0.000418,0.001433,0.000239,0.000119,0.001433,0.00197,0.000657,0.000597,0.000716,0.0,0.0,0.000179,0.0,0.002746,0.000239,0.000836,0.000597,0.0,0.001313,0.000537,0.0,6e-05,0.0,0.000119,0.000955,0.001612,0.000597,0.000776,0.000358,0.001373,0.002567,0.000239,6e-05,0.0,0.000537,0.001433,0.001313,0.000179,0.001373,6e-05,0.0,0.000358,0.001074,6e-05,0.000657,0.000418,0.000657,0.000298,0.000716,0.000418,0.00191,0.0,0.0,0.000597,0.000179,0.000478,0.001373,0.000179,0.000179,0.000298,6e-05,0.0,0.001552,6e-05,0.000119,0.0,0.0,0.001433,6e-05,0.0,0.0,0.000119,0.001254,0.000776,0.000358,0.000358,0.000119,0.000716,0.000179,0.000119,0.000657,0.000239,0.000179,0.000418,0.000537,0.000716,0.000119,0.000179,0.0,unsucc,
去到异界当勇者,1.56980519480519,4.66233766233766,0.383116883116883,4.26948051948052,2.2288961038961,0.222402597402597,4.20292207792207,0.0259740259740259,0.389610389610389,0.579545454545454,2.09740259740259,0.159090909090909,3.61201298701298,0.837662337662337,1232.0,3406.0,2.7646103896103895,1.0,去到异界当勇者,0.082163,0.024032,0.023018,0.024969,0.0174,0.014825,0.013343,0.014513,0.014279,0.006242,0.008661,0.007257,0.005774,0.006008,0.00476,0.005618,0.015996,0.002731,0.004994,0.013577,0.01108,0.005462,0.002497,0.002575,0.004916,0.007491,0.001483,0.002575,0.002185,0.004448,0.001248,0.004604,0.003355,0.002185,0.001404,0.001014,0.011002,0.003199,0.000936,0.000312,0.002731,7.8e-05,0.001873,0.002575,7.8e-05,7.8e-05,0.001795,0.001795,0.0,0.001873,0.001248,0.00117,0.003199,0.001717,0.001014,0.001326,0.000156,0.001014,0.002341,0.0,0.000858,0.000624,0.001404,0.00039,0.002341,0.000234,0.001092,0.001483,0.001248,0.000702,0.000234,0.001092,0.000312,0.001404,0.001248,0.00117,0.0,0.002107,0.00039,0.001639,0.0,0.001483,0.0,0.002029,0.0,0.000468,0.000858,0.001639,0.00117,0.000234,0.0,0.001092,0.001326,0.000546,0.000156,0.001404,0.001248,0.0,0.000546,0.0,0.00039,0.001483,0.00078,0.001639,0.001092,0.0,0.000156,0.001014,0.000546,0.001404,0.00039,7.8e-05,0.000936,0.000234,7.8e-05,0.000156,0.001561,0.000234,0.000312,0.000702,0.0,0.0,0.000156,0.0,0.001248,0.000702,0.001717,0.00117,0.0,0.00039,0.000468,0.0,7.8e-05,0.0,0.00078,0.000156,0.001092,0.000624,0.000624,0.00039,0.000624,0.000234,0.000234,7.8e-05,0.0,0.003043,0.01108,0.000546,0.000936,0.00039,0.000858,0.000546,0.000624,0.00117,0.000156,0.000936,0.00039,0.001092,7.8e-05,0.001014,0.000312,0.000468,0.0,0.0,0.000702,0.000546,0.000546,0.001326,0.000858,0.00039,0.000546,0.000312,0.0,0.00078,7.8e-05,7.8e-05,0.0,0.0,0.000234,0.0,0.0,0.0,0.000156,0.00078,0.000858,0.000546,0.000624,0.000234,0.000468,0.000234,0.00039,0.000234,0.001483,0.000624,0.000702,0.0,0.000312,0.000156,0.00039,0.0,unsucc,
