小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,PU。,DEG的,DEC的,CD一,AS了,VC是,PN他,PU“,PU”,AD不,PU！,AD就,PN你,AD也,M个,DT这,P在,PU？,PN自己,PN我,VE有,NN人,SP了,AD都,AS着,VV能,VV要,PU：,AD还,NN剑,VV说,VV修,VV会,PN这,VV看,CD两,DT那,DEV的,PU…,LC里,AD却,VV让,AD但,VV到,AD又,VV知道,VV去,SP的,JJ小,VV来,AD再,NR杨越,LC上,VV想,AD没,AD已经,VE没有,CD三,PN他们,CD几,DEV地,M次,NR刘信,DT这个,BA把,NN时候,M名,AD很,AD一,AD便,AD只,AD那,LC中,DT什么,NT现在,M年,SB被,AD才,NN剑如蛟,P从,JJ老,VV可,NR秦,PN她,NN家,P跟,P对,DER得,JJ大,M种,AD不过,SP啊,CC和,AD只是,CS虽然,AD已,VV出来,NR武,AD而,VV可以,BA将,DEG之,VA好,PU、,M层,AS过,AD连,NR凌仙,LB被,AD这么,VV说道,AD就是,M天,NN精神,SP吧,NR赵,NN手,VV出,VV起来,LC后,PN什么,NN事情,AD怎么,P比,VV得,AD更,AD最,VV想到,AD如,NN力,LC之后,AD太,VV发现,AD正,VV道,VV给,AD没有,SP呢,PN我们,AD还是,PN那,CD四,VV见,NN钱,NN家族,PU*,NN乞丐,NR剑如蛟,NN老头,NN少年,NN心里,AD十分,NN事,NR李昊,PN对方,CD十,SP吗,NN新兵,NN时间,AD一下,NR德,MSP所,VE没,NR崔破,VV看到,VV敢,P因为,M股,VV跑,VV走,DT这些,OD第一,AD自然,PN谁,AD竟然,NR王强,NN精兵,NN脸上,PN你们,NN傻子,AD那么,M声,VA大,AD如此,NN儿子,VV能够,PN这里,M条,VV笑,NN眼,VV做,M岁,NN魔法师,NN刺客,NN官兵,AD有些,VV觉得,DT每,DT那些,class,
文侯,1.28245363766048,4.29671897289586,0.540656205420827,4.12268188302425,2.17261055634807,0.144079885877318,3.99429386590584,0.0570613409415121,0.353780313837375,0.671897289586305,1.85877318116975,0.159771754636233,3.4151212553495,0.974322396576319,1402.0,3814.0,2.7203994293865907,1.0,文侯,0.084042,0.036374,0.023101,0.020607,0.020974,0.019361,0.011954,0.003447,0.016647,0.016647,0.009167,0.007847,0.00814,0.008727,0.003887,0.006527,0.003153,0.004913,0.007554,0.005133,0.00726,0.0033,0.003667,0.00352,0.004107,0.007774,0.001833,0.00352,0.004327,0.003373,0.0,0.002347,0.0,0.00154,0.002127,0.003667,0.002493,0.002053,0.001907,0.003227,0.000807,0.000587,0.001027,0.000293,0.001247,0.00132,0.000147,0.00242,0.002567,0.001687,0.001393,0.0011,0.000293,0.002567,0.00176,0.000807,7.3e-05,0.000367,0.001173,0.000293,0.00132,0.000587,0.000587,0.0,0.003153,0.002053,0.002567,0.0,0.0022,0.001173,0.0,0.001247,0.00132,0.000513,0.001613,0.001027,0.001247,0.001907,0.001173,0.0,0.002787,0.002787,0.00066,0.0,0.00308,0.000147,0.00066,0.00132,0.000733,0.00088,0.0011,0.000587,0.00176,0.001027,0.000587,7.3e-05,7.3e-05,0.000587,7.3e-05,0.00022,0.000513,0.0011,0.00044,0.000587,0.0,0.000587,0.000293,0.000513,0.0,0.002127,0.000953,0.000293,0.001247,0.00088,0.0,0.001687,0.0,0.000733,0.000587,7.3e-05,7.3e-05,0.001467,0.000513,0.00088,0.000147,0.000293,0.00022,0.000293,0.00044,7.3e-05,0.0,0.000807,0.000513,0.000147,0.000367,7.3e-05,0.001907,0.000807,0.000293,0.000147,0.0011,0.00066,0.00022,0.000147,0.000147,0.000147,0.0,0.0,0.0,0.0,0.0,0.000147,0.0,0.000513,0.0,7.3e-05,0.0,0.002127,0.0,0.000367,0.000587,0.0,0.00022,0.000367,0.0,0.001393,0.000513,7.3e-05,0.0,0.00044,0.001027,0.000293,0.00044,7.3e-05,0.000367,0.000147,0.0,0.0,0.00066,0.00044,0.0,0.000587,0.00066,0.000147,7.3e-05,7.3e-05,0.001833,0.00088,0.00022,0.001027,0.001393,0.000293,0.000293,0.0,0.0,0.0,0.00242,0.001027,0.00022,0.002053,unsucc,
我的青春痕迹,2.1322188449848,6.31458966565349,0.516717325227963,5.14133738601823,2.90425531914893,0.291793313069908,4.67781155015197,0.0516717325227963,0.34498480243161,0.80547112462006,2.6580547112462,0.212765957446808,3.82978723404255,1.25379939209726,1316.0,3342.0,2.5395136778115504,1.0,我的青春痕迹,0.053934,0.029471,0.026938,0.02832,0.014678,0.01157,0.015369,0.001784,0.01652,0.016347,0.014851,0.002993,0.008577,0.010764,0.004432,0.010879,0.00495,0.006735,0.00518,0.006274,0.017441,0.008058,0.00449,0.002533,0.006619,0.003914,0.003972,0.00449,0.001439,0.003454,0.001094,0.003396,0.0,0.005986,0.002245,0.001439,0.002648,0.001669,0.001439,0.003511,0.002705,0.00023,0.000921,0.002187,0.001209,0.000748,0.00046,0.003626,0.005065,0.001784,0.001554,0.001784,0.0,0.001842,0.002936,0.002072,0.00023,0.001094,0.001899,0.000863,0.001612,0.000863,0.001439,0.0,0.002418,0.003454,0.000806,0.000173,0.001497,0.000633,0.0,0.001094,0.000979,0.001266,0.002648,0.003914,0.000806,0.001497,0.002015,0.001094,0.001727,0.0,0.00046,0.0,0.000748,5.8e-05,5.8e-05,0.001899,0.000921,0.001381,0.003626,0.001381,0.001957,0.004317,0.000921,0.001439,0.00023,0.000403,0.0,0.001036,0.00046,0.000288,0.000173,0.001842,0.002302,0.000115,0.000576,0.000115,0.0,0.000518,0.00046,0.000288,0.000806,0.001094,0.00023,0.00213,0.0,0.000691,0.000403,0.000288,0.000345,0.001266,0.000806,0.000691,0.001209,0.000403,0.001842,0.001151,5.8e-05,0.000173,0.0,0.000748,0.000748,0.000115,0.0,0.000115,0.001036,0.000748,0.001727,0.003972,0.001266,0.000863,0.000173,0.000115,0.001957,5.8e-05,0.001899,0.0,0.0,0.0,0.00023,0.000173,5.8e-05,0.002475,0.0,0.000173,0.00046,0.001784,0.0,0.001151,0.00023,0.0,0.000576,0.001324,0.0,0.00023,5.8e-05,0.000173,5.8e-05,5.8e-05,0.000691,0.000576,0.000173,5.8e-05,0.000115,0.0,0.0,0.0,0.000345,0.000691,0.0,0.000979,0.000115,0.000173,5.8e-05,0.0,0.000115,0.001266,0.000518,0.000518,0.000115,0.003051,0.00023,0.000288,0.0,0.0,0.0,0.000863,0.001151,0.001036,unsucc,
我的异世界故事,1.92077831827658,5.26337734537873,0.540653231410701,5.07505211952745,2.9041000694927,0.264767199444058,4.41209173036831,0.0229325920778318,0.446838082001389,0.861709520500347,2.57123002084781,0.170257123002084,3.70604586518415,0.933287004864489,2878.0,8734.0,3.0347463516330784,1.0,我的异世界故事,0.081765,0.024377,0.02875,0.024603,0.016759,0.025816,0.012527,0.006264,0.010101,0.010214,0.009424,0.010863,0.007844,0.008944,0.005586,0.008718,0.007505,0.007477,0.00584,2.8e-05,0.009424,0.003978,0.005163,0.00443,0.003865,0.004825,0.002201,0.002568,0.000846,0.002257,0.0,0.002144,0.0,0.002173,0.002229,0.003216,0.002257,0.002285,0.004119,0.005022,0.001129,0.00206,0.001721,0.001439,0.001213,0.001721,0.000395,0.001636,0.002031,0.000988,0.000762,0.000734,0.0,0.001072,0.001749,0.000705,0.000113,0.000451,0.001439,0.001241,0.001129,0.0,0.001947,0.0,0.002934,0.002003,2.8e-05,0.0,0.001326,0.000762,0.002624,0.002878,0.001241,0.001552,0.001665,0.001241,0.000593,0.000959,0.001467,0.0,0.001044,0.000564,0.000931,0.0,0.001157,0.001016,0.001044,0.000846,0.000367,0.001072,0.001721,0.000903,0.001072,0.00127,0.000423,0.000339,0.000113,0.000846,0.0,0.001693,0.000931,0.000508,0.000282,0.001411,0.0,0.000113,0.000508,0.000141,0.0,0.000931,2.8e-05,0.000141,0.001129,0.000762,5.6e-05,0.00158,0.00031,0.000649,0.001072,0.000649,0.001241,0.001354,0.000423,2.8e-05,0.000395,0.000226,0.000762,0.00079,0.000593,0.000198,0.000141,0.001778,0.000705,0.000903,0.000564,0.001524,0.00048,0.000705,0.000339,0.002201,0.000536,0.00031,0.000395,0.002003,0.000621,2.8e-05,8.5e-05,2.8e-05,0.0,0.000198,2.8e-05,0.000113,0.0,0.000423,8.5e-05,0.000113,2.8e-05,0.001129,0.0,2.8e-05,0.000762,0.0,0.000282,0.000451,0.0,0.001213,0.000282,5.6e-05,0.000254,0.0,0.000818,0.001213,0.001157,8.5e-05,0.000677,0.000113,0.0,0.0,5.6e-05,0.001044,0.0,0.00048,0.001072,0.000536,0.000198,0.0,0.000339,0.000621,0.000649,0.00031,0.000705,0.000705,0.000113,2.8e-05,0.0,5.6e-05,0.001241,0.000169,0.000395,0.0011,unsucc,
我在乱世有快递,0.814332247557003,3.98534201954397,0.550488599348534,4.57328990228013,1.66612377850162,0.17100977198697,3.6628664495114,0.013029315960912,0.342019543973941,0.70358306188925,1.91205211726384,0.0944625407166123,3.19543973941368,0.675895765472312,1228.0,3216.0,2.6188925081433223,1.0,我在乱世有快递,0.081998,0.049769,0.019587,0.013622,0.021011,0.027956,0.013622,0.007924,0.01104,0.010862,0.008458,0.001781,0.003383,0.002226,0.006766,0.005876,0.004541,0.005253,0.00365,0.00276,0.003739,0.005253,0.003294,0.003828,0.004541,0.003294,0.002137,0.001603,0.001514,0.002048,0.0,0.00276,8.9e-05,0.002671,0.001959,0.003561,0.001959,0.000445,0.000356,0.001425,0.003561,0.002671,0.000979,0.000356,0.001692,0.002938,0.000178,0.002226,0.001514,0.003561,0.001781,0.000712,0.0,0.002938,0.001068,0.001068,0.000267,0.000534,0.001781,0.000267,0.002671,0.001603,0.000712,0.000178,0.001692,0.000712,0.001246,0.0,0.004274,0.007746,0.001514,0.002404,0.000534,0.000445,0.00089,0.000534,0.001246,0.001692,0.003917,0.0,0.001246,0.000445,0.000445,0.0,0.000979,0.000712,0.000534,0.001959,0.000445,0.001157,0.001603,0.000712,0.000712,0.00089,0.000178,8.9e-05,0.000267,0.000534,0.0,0.000178,0.000445,0.000801,0.0,0.001157,0.004986,0.000356,0.000979,0.000623,0.0,0.001157,0.000356,0.000267,0.003383,0.001335,8.9e-05,0.000712,0.0,0.00089,0.000979,0.00089,0.001425,0.000178,8.9e-05,0.000445,0.000267,0.000712,0.000979,0.000712,0.000178,0.0,8.9e-05,0.000178,0.000712,8.9e-05,0.000712,0.000534,0.000712,0.000623,0.000356,8.9e-05,0.000801,0.000267,8.9e-05,0.001514,0.000445,0.000712,0.000178,0.0,0.0,0.0,8.9e-05,0.000267,0.000356,0.000801,0.0,0.0,0.000445,0.001335,0.0,0.001068,0.000979,0.0,8.9e-05,0.000534,0.0,0.000267,0.0,0.000356,0.0,0.000178,0.000356,0.000712,0.000801,0.000267,0.000178,0.000178,8.9e-05,8.9e-05,0.000356,0.000267,0.0,0.000445,0.0,0.000445,8.9e-05,0.000712,0.002137,0.000534,0.000178,0.000267,0.00089,0.001246,0.001068,0.0,0.0,0.0,0.000534,0.000801,0.000801,0.000178,unsucc,
我在未来修真,1.61267605633802,5.78873239436619,1.88497652582159,6.86619718309859,3.018779342723,0.255868544600938,4.90140845070422,0.00234741784037558,0.532863849765258,1.06338028169014,2.83802816901408,0.298122065727699,3.96713615023474,0.86150234741784,852.0,2988.0,3.507042253521127,1.0,我在未来修真,0.081413,0.032998,0.035077,0.024511,0.01533,0.022172,0.020527,0.012905,0.004764,0.004764,0.007535,0.001213,0.008921,0.000606,0.005889,0.008401,0.008574,0.008228,0.001646,0.005803,0.001299,0.005976,0.006236,0.003205,0.003897,0.001299,0.001646,0.002252,0.003811,0.003205,0.0,0.002598,0.0,0.002252,0.002165,0.001646,0.003205,0.000953,0.002772,0.0,0.000606,0.001559,0.002425,8.7e-05,0.001732,0.001559,0.002425,0.000953,0.003551,0.000779,0.000779,0.000606,0.0,0.001039,0.001732,0.000693,8.7e-05,0.000173,0.003378,0.000953,0.000433,0.000346,0.002252,8.7e-05,0.004157,0.001472,0.003897,0.000173,0.003031,0.000866,0.0,0.001386,0.000173,0.001126,0.001126,0.000693,0.001559,0.002685,0.000953,0.0,0.001126,0.00052,0.000346,0.0,8.7e-05,8.7e-05,0.0,0.001992,0.000173,0.001386,0.001992,0.000779,0.00026,0.004157,0.000433,0.002079,8.7e-05,0.000866,0.0,0.002685,0.000346,0.001905,0.001039,0.000433,0.001819,0.0,0.001039,0.000433,0.0,0.000693,8.7e-05,0.00026,0.001732,0.00026,0.0,0.000346,0.0,0.0,0.000866,0.000173,0.000433,0.000346,0.00052,8.7e-05,0.000693,0.000346,0.00026,0.000953,0.000779,8.7e-05,0.0,0.002252,0.000779,8.7e-05,0.00052,0.0,0.000606,0.000693,0.001126,0.001299,0.001386,0.000953,0.00026,0.00026,0.000433,8.7e-05,0.000346,0.0,0.0,0.0,0.0,0.000173,0.00026,0.00052,0.0,0.0,0.000433,0.0,0.0,0.000433,0.000866,0.0,0.001126,0.000173,0.0,0.001472,0.000173,0.003378,0.0,0.0,0.0,0.00052,0.000866,8.7e-05,0.000433,0.000606,0.0,0.0,8.7e-05,0.000433,0.0,0.000173,0.0,0.00052,8.7e-05,0.001559,0.000346,0.000693,0.000693,0.0,0.0,0.001819,0.002079,0.0,0.0,0.0,0.000173,0.001732,8.7e-05,8.7e-05,unsucc,
西游之最强六耳,1.18791946308724,4.84228187919463,0.875838926174496,5.79026845637583,1.88926174496644,0.192953020134228,5.12248322147651,0.0100671140939597,0.46979865771812,0.939597315436241,2.25,0.280201342281879,4.50671140939597,0.818791946308724,1192.0,4450.0,3.7332214765100673,1.0,西游之最强六耳,0.100349,0.039627,0.019528,0.017319,0.018032,0.012829,0.011973,0.004276,0.013541,0.012971,0.006771,0.001354,0.004276,0.004561,0.005559,0.005417,0.00392,0.005203,0.002637,0.003564,0.006129,0.005131,0.005131,0.003706,0.005702,0.001996,0.001639,0.00171,0.011118,0.001996,7.1e-05,0.002209,0.000214,0.001568,0.001782,0.001782,0.002708,0.000998,0.001283,0.00114,0.000428,0.001924,0.001639,0.001782,0.001639,0.00171,0.00057,0.000784,0.001354,0.000356,0.001354,0.000641,0.0,0.001425,0.001212,0.001212,0.000499,0.000143,0.003065,0.001354,0.000499,0.000713,0.000713,0.000143,0.001354,0.000998,0.000499,0.000285,0.001425,0.001425,0.00114,0.001425,0.000641,0.003136,0.000927,0.001639,0.00057,0.001283,0.001212,7.1e-05,0.000927,7.1e-05,0.001497,0.0,7.1e-05,0.000214,0.000143,0.002138,0.000641,0.001639,0.00057,0.000428,0.001283,0.002922,0.000784,0.000214,0.000499,0.000428,0.0,0.001212,0.000998,0.001069,0.001924,0.001069,0.004205,0.0,0.000998,0.000143,0.0,0.001069,0.000927,0.002209,0.000214,0.000499,7.1e-05,0.000499,0.0,0.000713,0.00057,0.000356,0.001354,0.000428,7.1e-05,7.1e-05,0.000214,0.000356,0.000784,0.000356,0.000641,7.1e-05,7.1e-05,0.000641,0.00057,7.1e-05,0.00057,0.001069,0.000356,0.001212,0.000927,0.001212,0.000428,0.000214,0.00171,0.001069,7.1e-05,0.000214,0.000356,0.0,0.0,7.1e-05,0.0,0.000214,0.000356,0.000641,0.0,7.1e-05,0.000499,0.000499,0.0,0.000143,0.00057,7.1e-05,0.000784,0.000143,0.0,0.000641,0.000285,7.1e-05,0.000214,7.1e-05,0.000356,0.001212,0.000356,7.1e-05,0.000428,0.000143,0.00057,7.1e-05,7.1e-05,0.001283,0.0,0.000143,0.000428,0.000499,7.1e-05,7.1e-05,7.1e-05,0.000855,0.000428,0.000214,0.000428,0.000499,0.000143,0.0,0.0,0.0,0.000143,7.1e-05,0.000143,0.000143,unsucc,
先秦1800,2.4225,7.8375,0.48,8.115,3.9425,0.5575,6.575,0.04,0.64,1.52,3.7175,0.34,5.4475,1.1,800.0,2900.0,3.625,1.0,先秦1800,0.089858,0.033719,0.035396,0.022244,0.019507,0.02039,0.019949,0.013064,0.011828,0.01174,0.007679,0.001147,0.010769,0.005208,0.004502,0.010239,0.003442,0.00662,0.001765,0.004237,0.004767,0.005384,0.005296,0.003796,0.004325,0.003972,0.002118,0.00256,0.001059,0.001677,0.0,0.002383,0.000177,0.003266,0.004413,0.00256,0.001677,0.000177,0.001589,0.0,0.00053,0.000353,0.000883,0.000618,0.002648,0.000794,8.8e-05,0.000971,0.002295,0.000353,0.001059,0.000883,0.0,0.002295,0.001059,0.00053,0.000441,0.000441,0.001501,0.001765,0.00053,8.8e-05,0.001147,0.0,0.003442,0.000441,0.001589,0.000177,0.00256,0.000706,0.001059,0.001324,0.00053,0.001589,0.000618,0.000618,0.004237,0.001589,0.001324,0.0,0.001147,0.000353,0.000265,0.0,0.00053,0.000177,8.8e-05,0.00053,8.8e-05,0.001765,0.000883,0.000177,0.001059,0.001854,0.000353,8.8e-05,0.000441,0.000794,0.0,0.002295,0.000265,0.002648,0.000706,0.001324,0.000353,0.0,0.000618,0.000353,0.0,0.000794,0.000706,0.000177,0.001589,8.8e-05,0.000177,0.000971,0.0,0.000618,0.001147,0.000441,0.002118,0.000706,0.000265,0.00053,8.8e-05,0.000265,0.000353,0.000971,0.000618,8.8e-05,0.000971,0.000706,0.001677,0.000177,0.000794,0.000265,0.000618,0.00053,0.000618,0.002472,0.00053,0.001677,0.000971,0.000265,0.000177,0.000177,0.0,0.0,0.0,0.0,0.002736,8.8e-05,0.000265,0.000265,0.0,8.8e-05,0.000177,0.000441,0.0,0.000618,0.000618,0.0,0.000706,0.000441,0.0,0.000353,0.000353,0.003531,0.000265,0.0,0.000441,0.000177,0.001236,8.8e-05,0.00053,8.8e-05,0.000265,0.0,0.000177,0.000883,0.0,0.000265,0.000706,0.000883,8.8e-05,0.001147,0.000441,0.000618,0.000265,0.000177,0.001236,0.000794,0.000794,0.0,0.0,0.0,0.000177,0.000971,0.000265,0.000177,unsucc,
逍遥在贞观,2.42762886597938,4.47092783505154,0.335257731958762,2.66556701030927,2.74309278350515,0.183505154639175,5.06103092783505,0.0985567010309278,0.268041237113402,0.350515463917525,2.28824742268041,0.115051546391752,4.58061855670103,0.748865979381443,4850.0,15718.0,3.240824742268041,1.0,逍遥在贞观,0.097202,0.032414,0.019759,0.017013,0.008118,0.023679,0.018266,0.002547,0.029728,0.029768,0.013988,0.003104,0.008238,0.018227,0.006805,0.004895,0.003025,0.005532,0.012596,0.001532,0.036155,0.004656,0.003602,0.008059,0.003124,0.004199,0.001035,0.003801,0.010825,0.002587,0.0,0.006149,2e-05,0.005054,0.001771,0.006447,0.001652,0.001313,0.003681,0.006129,0.002089,0.000657,0.001572,2e-05,0.001751,0.001671,6e-05,0.002587,0.005472,0.000378,0.002666,0.000876,0.0,0.00199,0.002786,0.000657,4e-05,0.000279,0.000338,0.000358,0.000637,0.001532,0.000637,0.0,0.003025,0.002209,0.003084,4e-05,0.006507,0.000696,0.000478,0.000617,0.000736,0.000657,0.002527,0.001055,0.000159,0.000517,0.001393,0.0,0.000955,2e-05,0.000418,2e-05,0.01172,0.000199,0.000159,0.000975,0.000279,0.000696,0.000856,0.001273,0.003403,0.002348,0.000617,0.001094,4e-05,0.000338,0.0,0.000378,0.000418,0.0,8e-05,0.00195,0.0,2e-05,0.000856,0.000318,0.0,0.000537,0.002447,0.004397,0.001114,0.000298,2e-05,0.004955,0.0,0.000478,0.000338,0.000139,4e-05,0.002885,0.000696,0.001413,0.000298,9.9e-05,0.000358,0.000358,0.001015,2e-05,0.0,0.001074,0.000895,8e-05,0.000398,0.000219,0.000338,0.000657,0.006865,0.002388,0.001671,0.000895,0.000159,0.000239,2e-05,0.000199,0.0,0.0,0.0,0.0,4e-05,8e-05,6e-05,0.000696,0.0,0.000239,9.9e-05,0.004218,0.0,0.000836,0.000696,0.0,6e-05,0.000279,0.0,0.001612,0.000338,0.002169,0.000179,0.000179,0.001114,0.000139,0.000239,2e-05,0.000637,2e-05,0.0,2e-05,0.000776,0.000696,0.0,0.000736,0.000139,0.000199,2e-05,0.0,0.000796,0.001751,0.000119,0.001393,0.000159,0.000856,9.9e-05,0.0,0.0,0.0,0.00203,0.001791,6e-05,0.000358,unsucc,
信仰神国,1.63906581740976,5.53503184713375,0.934182590233545,5.22505307855626,2.78768577494692,0.263269639065817,5.4968152866242,0.0276008492569002,0.348195329087048,0.685774946921443,2.87473460721868,0.348195329087048,4.91507430997876,0.968152866242038,471.0,1739.0,3.692144373673036,0.0,信仰神国,0.102429,0.024781,0.018751,0.023707,0.012143,0.018751,0.012225,0.004626,0.017182,0.017182,0.012969,0.003139,0.005947,0.005534,0.006608,0.004626,0.004708,0.004874,0.012143,0.004956,0.005534,0.0038,0.005617,0.007104,0.004874,0.00603,0.004048,0.002396,0.002313,0.005121,0.0,0.002396,0.0,0.001074,0.002726,0.004378,0.001569,0.002148,0.003882,0.018008,0.000826,0.00223,0.001652,0.000578,0.000909,0.002561,0.000165,0.002148,0.001735,0.000826,0.001652,0.002065,0.0,0.001652,0.001817,0.001652,0.00033,0.000578,0.001239,0.000248,0.0019,8.3e-05,0.000743,8.3e-05,0.001239,0.001239,8.3e-05,8.3e-05,0.001982,0.000826,0.001404,0.000826,0.001404,0.001404,0.0019,0.001239,0.00033,0.000991,0.003882,0.0,0.000578,0.000413,0.000496,8.3e-05,0.000496,0.000826,0.002478,0.001404,0.000248,0.00033,0.000496,0.001322,0.005121,0.001569,0.000826,0.000413,0.00033,0.000248,0.0,0.000578,0.000496,0.000413,0.001404,0.001156,0.0,0.000578,0.00033,0.000743,0.0,0.001074,0.000661,0.002396,0.000826,0.000661,0.000826,0.001569,0.0,0.000413,0.000248,0.000578,0.000248,0.001652,0.00033,0.001735,0.000578,0.000165,0.000826,0.000413,0.001569,8.3e-05,0.000165,0.000248,0.000413,0.000165,0.000165,0.000991,0.000496,0.000496,0.002148,0.000991,0.001239,0.000248,0.000496,0.000909,0.000826,0.000826,0.000248,0.0,0.0,0.0,0.0,8.3e-05,0.000248,0.00033,0.0,8.3e-05,0.0,8.3e-05,0.0,8.3e-05,0.000826,0.0,0.000165,0.000578,0.0,0.001074,0.00033,8.3e-05,0.000578,0.000496,0.000743,0.000496,0.000248,8.3e-05,0.000248,0.000248,0.0,0.0,8.3e-05,0.001817,0.0,0.000743,8.3e-05,0.000248,8.3e-05,0.0,0.000165,0.000826,0.0,0.000413,0.000496,0.000496,0.0,0.0,0.0,0.0,0.001156,0.000413,0.000248,0.000248,succ,
刑名师爷,2.67413441955193,6.90631364562118,0.329938900203666,7.17922606924643,3.81873727087576,0.205702647657841,6.30753564154786,0.0020366598778004,0.729124236252545,1.30549898167006,3.68228105906313,0.334012219959266,5.08757637474541,1.28920570264765,491.0,2154.0,4.3869653767820775,0.0,刑名师爷,0.09405,0.018605,0.034189,0.028934,0.023497,0.019027,0.009182,0.007973,0.008457,0.008336,0.008094,0.007188,0.006524,0.00453,0.005014,0.009967,0.006826,0.013229,0.003926,0.006886,0.005799,0.003685,0.003926,0.002718,0.003805,0.004712,0.002658,0.001631,0.00441,0.002839,0.0,0.001268,0.0,0.00296,0.001571,0.002054,0.003926,0.002597,0.002779,0.005074,0.003564,0.001691,0.002356,0.000181,0.001691,0.002537,0.000181,0.001631,0.000362,0.003141,0.000544,0.001389,0.0,0.004108,0.00145,0.000423,0.000121,0.000121,0.000664,0.003322,0.001571,0.000181,0.001027,0.0,0.004228,0.002899,0.002718,0.000483,0.000785,0.000664,0.000181,0.002175,0.000906,0.002597,0.000785,0.000544,0.000423,0.00151,0.001691,0.0,0.00145,0.000483,0.000423,0.0,0.00743,0.000544,0.000181,0.001691,0.001027,0.001027,0.002899,0.000121,0.001027,0.002839,0.000362,0.000604,0.000121,0.000544,0.0,0.001087,0.000423,0.000483,0.000121,0.000483,0.001268,6e-05,0.000664,0.001268,0.0,0.001027,0.000423,6e-05,0.001752,0.001148,0.000181,0.000423,0.0,0.000725,0.000544,0.000483,0.001389,0.001148,0.000242,0.000846,0.000121,0.000242,0.001389,0.001389,0.000181,6e-05,0.0,0.000121,0.001027,6e-05,6e-05,0.001148,0.000362,0.000423,0.000544,0.002718,0.000362,0.000725,0.000483,0.000785,6e-05,0.000544,0.000423,0.0,0.0,0.000121,6e-05,6e-05,0.000121,0.000242,0.0,0.000181,0.0,0.000423,0.0,0.000725,0.000302,0.0,0.0,0.000121,0.0,0.000725,0.000966,6e-05,0.000302,0.000362,0.000906,0.000423,0.000785,0.000121,0.000423,0.001208,0.0,0.0,0.000302,0.001752,0.0,0.000181,0.000906,0.000423,6e-05,6e-05,0.000544,0.000483,0.001087,0.000242,0.000725,0.000604,0.000544,6e-05,0.0,0.000181,0.0,0.000604,0.000544,0.000483,succ,
刑徒,2.79775280898876,5.32584269662921,0.352059925093633,4.99625468164794,2.91573033707865,0.222846441947565,5.48876404494382,0.0411985018726591,0.280898876404494,0.732209737827715,2.88576779026217,0.280898876404494,4.83895131086142,1.06741573033707,534.0,2088.0,3.9101123595505616,0.0,刑徒,0.104811,0.032317,0.028605,0.014703,0.011937,0.012665,0.01776,0.009535,0.011063,0.010336,0.009608,0.002547,0.009317,0.009826,0.006769,0.005896,0.00626,0.003785,0.002256,0.002839,0.03632,0.004585,0.003057,0.005532,0.005241,0.005386,0.001674,0.004804,0.004294,0.003785,0.000146,0.004513,0.000291,0.002984,0.003712,0.00262,0.001237,0.003566,0.003203,0.000728,7.3e-05,0.00182,0.002256,0.000655,0.001601,0.00131,0.000146,0.002329,0.003712,0.001528,0.001747,0.000801,0.0,0.000582,0.001019,0.00131,0.000582,0.001165,0.005968,0.001165,0.000801,0.005968,0.000801,0.0,0.001674,0.001237,0.001165,0.0,0.003785,0.000801,0.000509,0.001383,0.001528,0.001383,0.00131,0.001019,0.000946,0.000509,0.002256,0.000146,0.001019,0.000291,0.002184,0.0,0.001601,0.000946,0.000291,0.002402,0.000582,0.002475,0.001019,0.000873,0.001892,0.001892,0.000582,0.000509,0.000582,0.000291,0.0,0.001237,0.000728,0.000801,0.000437,0.001601,0.0,0.000218,0.00182,0.000364,0.0,0.000437,0.000728,0.002256,0.000364,0.000437,0.000146,0.001383,0.0,0.000364,0.000291,0.000655,0.000873,0.001019,0.000873,0.00182,0.000218,0.000291,0.000437,0.000801,0.000218,0.000291,0.000364,0.000146,0.001092,0.000437,0.000728,0.000655,0.000728,0.000655,0.002329,0.001965,0.000873,0.000364,0.001165,0.000801,0.000146,0.000437,0.0,7.3e-05,0.0,0.000364,0.0,7.3e-05,0.001019,0.001165,0.0,7.3e-05,0.000437,0.001383,0.0,0.000218,0.000218,0.0,0.000364,0.001165,0.0,0.000873,0.00131,7.3e-05,0.000655,0.000218,0.000728,0.000801,0.000291,0.000218,0.000655,7.3e-05,0.0,0.0,0.000728,0.000291,0.0,7.3e-05,7.3e-05,0.000509,0.000291,0.000509,0.000582,0.000291,0.000146,0.002111,0.000655,0.000437,0.001237,0.0,0.0,0.0,0.000146,7.3e-05,0.000218,0.000146,succ,
